from	to
208352_x_at	ENSG00000029534
205391_x_at	ENSG00000029534
1569852_at	ENSG00000181016
239203_at	ENSG00000181016
237659_at	ENSG00000183470
1553464_at	ENSG00000183470
234049_at	ENSG00000173295
1562904_s_at	ENSG00000173295
233643_at	ENSG00000173295
237630_s_at	ENSG00000173295
1562903_at	ENSG00000173295
236047_at	ENSG00000171044
1557436_at	ENSG00000171044
243260_x_at	ENSG00000171044
1553640_at	ENSG00000171044
226536_at	ENSG00000156831
234141_s_at	ENSG00000246130
234147_at	ENSG00000246130
1562944_at	ENSG00000181135
1562944_at	ENSG00000274352
232076_at	ENSG00000181135
232076_at	ENSG00000274352
241406_at	ENSG00000180921
241406_at	ENSG00000273889
226129_at	ENSG00000180921
226129_at	ENSG00000273889
1561257_at	ENSG00000275427
238458_at	ENSG00000155970
214586_at	ENSG00000170775
209631_s_at	ENSG00000170775
1558790_s_at	ENSG00000255559
1562724_at	ENSG00000253199
244255_at	ENSG00000253199
1552793_at	ENSG00000177335
227898_s_at	ENSG00000181638
227902_at	ENSG00000181638
227023_at	ENSG00000181638
237362_at	ENSG00000181638
235849_at	ENSG00000168079
229839_at	ENSG00000168079
1554705_at	ENSG00000168079
1569887_a_at	ENSG00000253279
225603_s_at	ENSG00000205133
1562066_at	ENSG00000205133
225599_s_at	ENSG00000205133
225600_at	ENSG00000205133
224158_s_at	ENSG00000205133
213391_at	ENSG00000156162
226721_at	ENSG00000156162
1556613_s_at	ENSG00000156162
236852_at	ENSG00000156509
1562365_at	ENSG00000253614
1556573_s_at	ENSG00000254139
1553241_at	ENSG00000185942
1560337_at	ENSG00000253734
1556421_at	ENSG00000248801
1559264_at	ENSG00000246366
221365_at	ENSG00000102539
1552506_at	ENSG00000148204
214997_at	ENSG00000173611
228174_at	ENSG00000173611
241754_at	ENSG00000173611
1557867_s_at	ENSG00000160401
1557866_at	ENSG00000160401
231172_at	ENSG00000160401
1564274_at	ENSG00000186354
231286_at	ENSG00000186354
1559559_at	ENSG00000177992
1563868_a_at	ENSG00000177992
1564709_at	ENSG00000228189
230717_at	ENSG00000184925
226070_at	ENSG00000148362
225891_at	ENSG00000176058
229104_s_at	ENSG00000183840
229105_at	ENSG00000183840
208600_s_at	ENSG00000183840
227388_at	ENSG00000198680
229059_at	ENSG00000231528
227002_at	ENSG00000126882
227443_at	ENSG00000153714
1561289_at	ENSG00000227555
1561507_at	ENSG00000126266
231761_at	ENSG00000126266
226785_at	ENSG00000101974
242690_at	ENSG00000101974
1557133_at	ENSG00000203930
234899_at	ENSG00000101812
1564460_at	ENSG00000235304
212342_at	ENSG00000181704
212343_at	ENSG00000181704
212341_at	ENSG00000181704
212340_at	ENSG00000181704
1553466_at	ENSG00000165164
1558791_at	ENSG00000213468
231131_at	ENSG00000179083
239481_at	ENSG00000179083
221385_s_at	ENSG00000185897
1552913_at	ENSG00000176774
205347_s_at	ENSG00000158427
205347_s_at	ENSG00000158164
205347_s_at	ENSG00000269226
214051_at	ENSG00000158427
214051_at	ENSG00000158164
214051_at	ENSG00000269226
1570039_at	ENSG00000158427
1570039_at	ENSG00000158164
1570039_at	ENSG00000269226
229686_at	ENSG00000182162
1562313_at	ENSG00000215580
221385_s_at	ENSG00000126251
1553545_at	ENSG00000145103
235583_at	ENSG00000145103
221345_at	ENSG00000126262
220190_s_at	ENSG00000068781
239523_at	ENSG00000280938
239523_at	ENSG00000184811
208365_s_at	ENSG00000125388
210600_s_at	ENSG00000125388
1560543_at	ENSG00000125388
241989_at	ENSG00000125388
230365_at	ENSG00000183814
1552771_a_at	ENSG00000183814
235039_x_at	ENSG00000183814
227801_at	ENSG00000213186
235476_at	ENSG00000213186
1553080_at	ENSG00000234124
214580_x_at	ENSG00000170465
204396_s_at	ENSG00000198873
204395_s_at	ENSG00000198873
1569949_at	ENSG00000198873
1557729_at	ENSG00000198873
244164_at	ENSG00000272681
1552607_at	ENSG00000272681
216195_at	ENSG00000145362
232606_at	ENSG00000145362
202921_s_at	ENSG00000145362
202920_at	ENSG00000145362
210981_s_at	ENSG00000198055
211543_s_at	ENSG00000198055
202848_s_at	ENSG00000198055
202849_x_at	ENSG00000198055
1566851_at	ENSG00000155890
1566852_at	ENSG00000155890
1553620_at	ENSG00000155890
218205_s_at	ENSG00000099875
223199_at	ENSG00000099875
217782_s_at	ENSG00000169727
209350_s_at	ENSG00000132522
206709_x_at	ENSG00000167701
200736_s_at	ENSG00000233276
202831_at	ENSG00000176153
239595_at	ENSG00000176153
214091_s_at	ENSG00000211445
201348_at	ENSG00000211445
201106_at	ENSG00000167468
209442_x_at	ENSG00000151150
207950_s_at	ENSG00000151150
238786_at	ENSG00000151150
206385_s_at	ENSG00000151150
239726_at	ENSG00000151150
208028_s_at	ENSG00000257770
208028_s_at	ENSG00000224586
214648_at	ENSG00000257770
214648_at	ENSG00000224586
213170_at	ENSG00000116157
228572_at	ENSG00000177885
215075_s_at	ENSG00000177885
223049_at	ENSG00000177885
210761_s_at	ENSG00000141738
209409_at	ENSG00000106070
215248_at	ENSG00000106070
209410_s_at	ENSG00000106070
210999_s_at	ENSG00000106070
206204_at	ENSG00000115290
226389_s_at	ENSG00000107263
204543_at	ENSG00000107263
225738_at	ENSG00000107263
209793_at	ENSG00000155511
211520_s_at	ENSG00000155511
236538_at	ENSG00000120251
205358_at	ENSG00000120251
241172_at	ENSG00000120251
217565_at	ENSG00000125675
208032_s_at	ENSG00000125675
206730_at	ENSG00000125675
1569290_s_at	ENSG00000125675
230144_at	ENSG00000125675
208464_at	ENSG00000152578
238663_x_at	ENSG00000152578
1569178_at	ENSG00000152578
231977_at	ENSG00000182771
1555268_a_at	ENSG00000182771
1555267_at	ENSG00000182771
221364_at	ENSG00000152208
202479_s_at	ENSG00000071575
202478_at	ENSG00000071575
206016_at	ENSG00000101997
214037_s_at	ENSG00000101997
210300_at	ENSG00000088320
203733_at	ENSG00000182108
218291_at	ENSG00000116586
219819_s_at	ENSG00000147586
218026_at	ENSG00000183978
236998_at	ENSG00000183978
236348_at	ENSG00000106565
220532_s_at	ENSG00000106565
216041_x_at	ENSG00000030582
211284_s_at	ENSG00000030582
200678_x_at	ENSG00000030582
218774_at	ENSG00000110063
218196_at	ENSG00000081087
243287_s_at	ENSG00000081087
235198_at	ENSG00000081087
235197_s_at	ENSG00000081087
218030_at	ENSG00000108262
219932_at	ENSG00000113396
218705_s_at	ENSG00000064652
239739_at	ENSG00000064652
239693_at	ENSG00000064652
222716_s_at	ENSG00000064652
233883_at	ENSG00000064652
219820_at	ENSG00000063127
1569940_at	ENSG00000063127
217809_at	ENSG00000136261
214611_at	ENSG00000171189
207242_s_at	ENSG00000171189
223268_at	ENSG00000182919
1559623_at	ENSG00000182919
229851_s_at	ENSG00000182919
221600_s_at	ENSG00000087884
220268_at	ENSG00000087884
221599_at	ENSG00000087884
217927_at	ENSG00000114902
217408_at	ENSG00000203624
217408_at	ENSG00000227420
217408_at	ENSG00000229861
217408_at	ENSG00000233813
217408_at	ENSG00000226111
217408_at	ENSG00000204568
217408_at	ENSG00000223775
208907_s_at	ENSG00000203624
208907_s_at	ENSG00000227420
208907_s_at	ENSG00000229861
208907_s_at	ENSG00000233813
208907_s_at	ENSG00000226111
208907_s_at	ENSG00000204568
208907_s_at	ENSG00000223775
217926_at	ENSG00000104979
224160_s_at	ENSG00000177646
222466_s_at	ENSG00000198015
242289_at	ENSG00000198015
217919_s_at	ENSG00000198015
218477_at	ENSG00000096092
215655_at	ENSG00000164418
1563754_at	ENSG00000164418
1560142_at	ENSG00000164418
1555375_at	ENSG00000164418
213845_at	ENSG00000164418
1560265_at	ENSG00000164418
219372_at	ENSG00000122970
223736_at	ENSG00000122970
222906_at	ENSG00000162769
228191_at	ENSG00000162769
220431_at	ENSG00000087128
220431_at	ENSG00000274058
239827_at	ENSG00000102760
218723_s_at	ENSG00000102760
218163_at	ENSG00000232119
230235_at	ENSG00000232119
1558573_at	ENSG00000232119
218573_at	ENSG00000187601
223018_at	ENSG00000141101
222429_at	ENSG00000136279
224106_at	ENSG00000148335
223368_s_at	ENSG00000148335
223369_at	ENSG00000148335
230593_at	ENSG00000163873
207454_at	ENSG00000163873
221135_s_at	ENSG00000034533
223819_x_at	ENSG00000170619
232640_at	ENSG00000170619
223198_x_at	ENSG00000170619
224387_at	ENSG00000170619
1559731_x_at	ENSG00000133315
219188_s_at	ENSG00000133315
224066_s_at	ENSG00000064393
225368_at	ENSG00000064393
225116_at	ENSG00000064393
240294_at	ENSG00000064393
225115_at	ENSG00000064393
224016_at	ENSG00000064393
213763_at	ENSG00000064393
219028_at	ENSG00000064393
225097_at	ENSG00000064393
224065_at	ENSG00000064393
218049_s_at	ENSG00000172172
231015_at	ENSG00000163884
221302_at	ENSG00000163884
212895_s_at	ENSG00000159842
212895_s_at	ENSG00000278741
212895_s_at	ENSG00000276016
214671_s_at	ENSG00000159842
214671_s_at	ENSG00000278741
214671_s_at	ENSG00000276016
202888_s_at	ENSG00000166825
234576_at	ENSG00000166825
234458_at	ENSG00000166825
208552_at	ENSG00000149403
214966_at	ENSG00000105737
217509_x_at	ENSG00000105737
1553168_at	ENSG00000105737
210692_s_at	ENSG00000134802
213113_s_at	ENSG00000134802
220852_at	ENSG00000259073
210782_x_at	ENSG00000176884
211125_x_at	ENSG00000176884
210781_x_at	ENSG00000176884
205914_s_at	ENSG00000176884
205915_x_at	ENSG00000176884
228401_at	ENSG00000156802
218782_s_at	ENSG00000156802
235266_at	ENSG00000156802
222740_at	ENSG00000156802
206534_at	ENSG00000183454
231384_at	ENSG00000183454
242286_at	ENSG00000183454
220479_at	ENSG00000280837
1568954_s_at	ENSG00000182831
225183_at	ENSG00000182831
228373_at	ENSG00000182831
239095_at	ENSG00000273079
210412_at	ENSG00000273079
210411_s_at	ENSG00000273079
210400_at	ENSG00000161509
1569268_at	ENSG00000161509
217573_at	ENSG00000161509
223203_at	ENSG00000268350
224584_at	ENSG00000089063
220477_s_at	ENSG00000089063
229883_at	ENSG00000105464
207036_x_at	ENSG00000105464
230888_at	ENSG00000105875
222799_at	ENSG00000105875
218971_s_at	ENSG00000105875
219917_at	ENSG00000168228
220472_at	ENSG00000168228
220473_s_at	ENSG00000168228
226897_s_at	ENSG00000122299
218348_s_at	ENSG00000122299
1554470_s_at	ENSG00000196323
220243_at	ENSG00000196323
1554469_at	ENSG00000196323
226148_at	ENSG00000196323
225845_at	ENSG00000196323
212090_at	ENSG00000178719
222890_at	ENSG00000103021
238989_at	ENSG00000171155
219283_at	ENSG00000171155
215038_s_at	ENSG00000181555
212493_s_at	ENSG00000181555
220946_s_at	ENSG00000181555
217907_at	ENSG00000112110
227559_at	ENSG00000123545
219006_at	ENSG00000123545
217843_s_at	ENSG00000136146
222438_at	ENSG00000136146
232431_at	ENSG00000113580
211671_s_at	ENSG00000113580
201866_s_at	ENSG00000113580
216321_s_at	ENSG00000113580
201865_x_at	ENSG00000113580
218936_s_at	ENSG00000133773
222792_s_at	ENSG00000133773
220839_at	ENSG00000138382
221570_s_at	ENSG00000138382
218572_at	ENSG00000254505
218572_at	ENSG00000285302
218571_s_at	ENSG00000254505
218571_s_at	ENSG00000285302
242685_at	ENSG00000163607
223486_at	ENSG00000163607
221046_s_at	ENSG00000163607
223207_x_at	ENSG00000054148
225683_x_at	ENSG00000054148
221711_s_at	ENSG00000105393
218491_s_at	ENSG00000151500
223711_s_at	ENSG00000151500
218027_at	ENSG00000137547
223229_at	ENSG00000077152
202044_at	ENSG00000160007
229397_s_at	ENSG00000160007
202045_s_at	ENSG00000160007
202046_s_at	ENSG00000160007
229394_s_at	ENSG00000160007
223180_s_at	ENSG00000075336
223181_at	ENSG00000075336
226462_at	ENSG00000168952
220994_s_at	ENSG00000168952
220995_at	ENSG00000168952
230560_at	ENSG00000168952
219865_at	ENSG00000218510
218339_at	ENSG00000082515
219998_at	ENSG00000119862
226188_at	ENSG00000119862
218556_at	ENSG00000123353
243051_at	ENSG00000143771
228306_at	ENSG00000143771
222721_at	ENSG00000143771
218728_s_at	ENSG00000143771
223993_s_at	ENSG00000143771
228437_at	ENSG00000143771
223554_s_at	ENSG00000108961
218526_s_at	ENSG00000108961
218072_at	ENSG00000110442
214821_at	ENSG00000151729
202825_at	ENSG00000151729
221597_s_at	ENSG00000168701
223051_at	ENSG00000160075
223053_x_at	ENSG00000160075
226229_s_at	ENSG00000160075
218269_at	ENSG00000113360
230305_at	ENSG00000120675
227808_at	ENSG00000120675
218435_at	ENSG00000120675
234676_s_at	ENSG00000156239
220311_at	ENSG00000156239
234698_at	ENSG00000156239
217957_at	ENSG00000070761
219196_at	ENSG00000104112
218708_at	ENSG00000132661
221666_s_at	ENSG00000103490
218530_at	ENSG00000135723
207299_s_at	ENSG00000152822
210940_s_at	ENSG00000152822
210939_s_at	ENSG00000152822
218520_at	ENSG00000183735
221100_at	ENSG00000224105
221100_at	ENSG00000206461
221100_at	ENSG00000231624
221100_at	ENSG00000204542
221100_at	ENSG00000229432
221100_at	ENSG00000225543
204743_at	ENSG00000144834
217965_s_at	ENSG00000161526
222475_at	ENSG00000161526
228098_s_at	ENSG00000007944
227707_at	ENSG00000007944
223129_x_at	ENSG00000007944
223130_s_at	ENSG00000007944
228097_at	ENSG00000007944
220319_s_at	ENSG00000007944
228289_at	ENSG00000166164
221776_s_at	ENSG00000166164
238545_at	ENSG00000166164
222737_s_at	ENSG00000166164
219945_at	ENSG00000109832
220815_at	ENSG00000183230
236576_at	ENSG00000183230
241255_at	ENSG00000183230
1554235_at	ENSG00000183230
241802_x_at	ENSG00000164082
208465_at	ENSG00000164082
235522_at	ENSG00000069493
228426_at	ENSG00000069493
220132_s_at	ENSG00000069493
233500_x_at	ENSG00000069493
220126_at	ENSG00000283706
228356_at	ENSG00000167522
226012_at	ENSG00000167522
238538_at	ENSG00000167522
219437_s_at	ENSG00000167522
231999_at	ENSG00000167522
234701_at	ENSG00000167522
220440_at	ENSG00000105198
1568978_s_at	ENSG00000110665
220560_at	ENSG00000110665
223834_at	ENSG00000120217
227458_at	ENSG00000120217
222077_s_at	ENSG00000161800
225655_at	ENSG00000276043
205814_at	ENSG00000198822
210234_at	ENSG00000124493
207235_s_at	ENSG00000168959
1565389_s_at	ENSG00000168959
214217_at	ENSG00000168959
208035_at	ENSG00000113262
207548_at	ENSG00000196277
217008_s_at	ENSG00000196277
216992_s_at	ENSG00000179603
216256_at	ENSG00000179603
216255_s_at	ENSG00000179603
204470_at	ENSG00000163739
200657_at	ENSG00000005022
230101_at	ENSG00000081041
209774_x_at	ENSG00000081041
1569203_at	ENSG00000081041
207850_at	ENSG00000163734
206326_at	ENSG00000134443
227033_at	ENSG00000167004
229453_at	ENSG00000167004
208612_at	ENSG00000167004
207929_at	ENSG00000126010
201501_s_at	ENSG00000132463
215030_at	ENSG00000132463
221917_s_at	ENSG00000132463
201520_s_at	ENSG00000132463
221441_at	ENSG00000063515
212085_at	ENSG00000169100
212826_s_at	ENSG00000169100
202210_x_at	ENSG00000105723
632_at	ENSG00000105723
240562_at	ENSG00000082701
226191_at	ENSG00000082701
226183_at	ENSG00000082701
209945_s_at	ENSG00000082701
242336_at	ENSG00000082701
234431_at	ENSG00000148180
200696_s_at	ENSG00000148180
214040_s_at	ENSG00000148180
1564525_at	ENSG00000148180
227958_s_at	ENSG00000148180
227957_at	ENSG00000148180
225276_at	ENSG00000103342
215438_x_at	ENSG00000103342
240452_at	ENSG00000103342
234975_at	ENSG00000103342
217595_at	ENSG00000103342
201912_s_at	ENSG00000103342
205770_at	ENSG00000104687
225609_at	ENSG00000104687
201415_at	ENSG00000100983
211630_s_at	ENSG00000100983
215766_at	ENSG00000243955
203924_at	ENSG00000243955
222102_at	ENSG00000174156
235405_at	ENSG00000170899
202967_at	ENSG00000170899
204550_x_at	ENSG00000134184
215333_x_at	ENSG00000134184
204418_x_at	ENSG00000213366
235867_at	ENSG00000134202
202554_s_at	ENSG00000134202
210912_x_at	ENSG00000168765
204149_s_at	ENSG00000168765
205752_s_at	ENSG00000134201
200824_at	ENSG00000084207
203815_at	ENSG00000277656
232193_at	ENSG00000277656
205439_at	ENSG00000277897
205439_at	ENSG00000099984
209531_at	ENSG00000100577
211450_s_at	ENSG00000116062
202911_at	ENSG00000116062
211449_at	ENSG00000116062
1569034_a_at	ENSG00000116062
206521_s_at	ENSG00000165417
225433_at	ENSG00000165417
202678_at	ENSG00000140307
230376_at	ENSG00000140307
243985_at	ENSG00000140307
208066_s_at	ENSG00000137947
205930_at	ENSG00000153767
202680_at	ENSG00000197265
202356_s_at	ENSG00000125651
202355_s_at	ENSG00000125651
202354_s_at	ENSG00000125651
209595_at	ENSG00000188342
202453_s_at	ENSG00000110768
242656_at	ENSG00000110768
202451_at	ENSG00000110768
221540_x_at	ENSG00000145736
221540_x_at	ENSG00000275045
221540_x_at	ENSG00000276910
230177_at	ENSG00000145736
230177_at	ENSG00000275045
230177_at	ENSG00000276910
223758_s_at	ENSG00000145736
223758_s_at	ENSG00000275045
223758_s_at	ENSG00000276910
222104_x_at	ENSG00000111358
239346_at	ENSG00000111358
203577_at	ENSG00000221974
203577_at	ENSG00000234370
203577_at	ENSG00000226384
203577_at	ENSG00000233149
203577_at	ENSG00000236895
203577_at	ENSG00000213780
201065_s_at	ENSG00000263001
210892_s_at	ENSG00000263001
210891_s_at	ENSG00000263001
210891_s_at	ENSG00000277053
201065_s_at	ENSG00000277053
215091_s_at	ENSG00000122034
238880_at	ENSG00000122034
201338_x_at	ENSG00000122034
215676_at	ENSG00000185024
203754_s_at	ENSG00000185024
215677_s_at	ENSG00000185024
1552399_a_at	ENSG00000185024
220506_at	ENSG00000123201
35671_at	ENSG00000077235
202320_at	ENSG00000077235
210620_s_at	ENSG00000115207
212429_s_at	ENSG00000115207
204366_s_at	ENSG00000115207
207655_s_at	ENSG00000095585
220419_s_at	ENSG00000155313
223167_s_at	ENSG00000155313
1555559_s_at	ENSG00000155313
1555558_at	ENSG00000155313
1563497_at	ENSG00000155313
218744_s_at	ENSG00000165912
223762_at	ENSG00000163157
223078_s_at	ENSG00000138594
242316_at	ENSG00000138594
220800_s_at	ENSG00000138594
223077_at	ENSG00000138594
219701_at	ENSG00000128872
226186_at	ENSG00000128872
228731_at	ENSG00000152402
230665_at	ENSG00000152402
206927_s_at	ENSG00000152402
228732_at	ENSG00000152402
236335_at	ENSG00000152402
242342_at	ENSG00000152402
206819_at	ENSG00000128262
1553818_x_at	ENSG00000128262
222253_s_at	ENSG00000128262
232736_s_at	ENSG00000128262
1553817_at	ENSG00000128262
214570_x_at	ENSG00000128262
1553900_s_at	ENSG00000128262
214207_s_at	ENSG00000100065
210025_s_at	ENSG00000100065
210026_s_at	ENSG00000100065
218405_at	ENSG00000146109
206062_at	ENSG00000048545
231700_at	ENSG00000048545
1255_g_at	ENSG00000048545
37966_at	ENSG00000188677
37965_at	ENSG00000188677
204629_at	ENSG00000188677
229822_at	ENSG00000188677
216253_s_at	ENSG00000188677
216254_at	ENSG00000188677
209718_at	ENSG00000025770
221633_at	ENSG00000025770
40640_at	ENSG00000025770
227076_at	ENSG00000025770
205086_s_at	ENSG00000025770
223385_at	ENSG00000167600
224525_s_at	ENSG00000138430
219293_s_at	ENSG00000138430
235528_at	ENSG00000112599
215841_at	ENSG00000112599
218190_s_at	ENSG00000184076
228142_at	ENSG00000184076
242418_at	ENSG00000274392
242418_at	ENSG00000197927
206611_at	ENSG00000274392
206611_at	ENSG00000197927
228296_at	ENSG00000100027
213996_at	ENSG00000100027
228788_at	ENSG00000100027
207003_at	ENSG00000197273
237228_at	ENSG00000159714
228637_at	ENSG00000159714
230731_x_at	ENSG00000099904
225744_at	ENSG00000099904
220068_at	ENSG00000128218
228815_s_at	ENSG00000214022
219041_s_at	ENSG00000214022
222501_s_at	ENSG00000214022
207502_at	ENSG00000044012
227235_at	ENSG00000164116
239580_at	ENSG00000164116
229530_at	ENSG00000164116
221942_s_at	ENSG00000164116
203817_at	ENSG00000061918
211555_s_at	ENSG00000061918
206312_at	ENSG00000070019
222830_at	ENSG00000134317
1552685_a_at	ENSG00000134317
227642_at	ENSG00000115112
219735_s_at	ENSG00000115112
229341_at	ENSG00000115112
1552812_a_at	ENSG00000079387
226619_at	ENSG00000079387
218996_at	ENSG00000276263
218996_at	ENSG00000105619
218996_at	ENSG00000274073
218996_at	ENSG00000276022
218996_at	ENSG00000273833
218996_at	ENSG00000278161
218996_at	ENSG00000276323
218996_at	ENSG00000275086
218996_at	ENSG00000276296
218996_at	ENSG00000276504
223935_at	ENSG00000070985
210439_at	ENSG00000163600
207253_s_at	ENSG00000118900
209088_s_at	ENSG00000118900
208053_at	ENSG00000101890
200075_s_at	ENSG00000143774
213621_s_at	ENSG00000143774
222556_at	ENSG00000120697
218203_at	ENSG00000120697
1560733_at	ENSG00000120697
220106_at	ENSG00000015520
224305_s_at	ENSG00000015520
224306_at	ENSG00000015520
218555_at	ENSG00000176248
1552344_s_at	ENSG00000198791
233019_at	ENSG00000198791
225053_at	ENSG00000198791
218250_s_at	ENSG00000198791
223241_at	ENSG00000106266
243135_x_at	ENSG00000106266
228231_at	ENSG00000106266
218404_at	ENSG00000086300
217903_at	ENSG00000090372
201948_at	ENSG00000134697
226987_at	ENSG00000259956
202689_at	ENSG00000259956
213951_s_at	ENSG00000131470
205956_x_at	ENSG00000131470
201638_s_at	ENSG00000071894
201638_s_at	ENSG00000285049
33132_at	ENSG00000071894
33132_at	ENSG00000285049
201639_s_at	ENSG00000071894
201639_s_at	ENSG00000285049
205163_at	ENSG00000180209
227939_s_at	ENSG00000164548
204658_at	ENSG00000164548
213575_at	ENSG00000164548
229574_at	ENSG00000164548
213593_s_at	ENSG00000164548
221922_at	ENSG00000121957
230002_at	ENSG00000121957
233058_at	ENSG00000121957
205240_at	ENSG00000121957
230125_at	ENSG00000169919
202605_at	ENSG00000169919
205449_at	ENSG00000168061
204521_at	ENSG00000204856
207006_s_at	ENSG00000173581
225545_at	ENSG00000103319
225546_at	ENSG00000103319
217514_at	ENSG00000101638
206258_at	ENSG00000101638
236110_at	ENSG00000101638
205482_x_at	ENSG00000110025
207651_at	ENSG00000174946
218780_at	ENSG00000095066
219131_at	ENSG00000120942
230474_at	ENSG00000120942
229348_at	ENSG00000120942
219484_at	ENSG00000111727
235264_at	ENSG00000111727
220140_s_at	ENSG00000002919
53912_at	ENSG00000002919
232345_at	ENSG00000141452
232348_at	ENSG00000141452
221190_s_at	ENSG00000141452
201554_x_at	ENSG00000163754
211275_s_at	ENSG00000163754
231715_s_at	ENSG00000143811
224855_at	ENSG00000143811
219553_at	ENSG00000143156
227556_at	ENSG00000143156
218507_at	ENSG00000135245
1554452_a_at	ENSG00000135245
221141_x_at	ENSG00000063245
226667_x_at	ENSG00000063245
219920_s_at	ENSG00000173540
229717_at	ENSG00000173540
222710_at	ENSG00000173540
218070_s_at	ENSG00000144591
222385_x_at	ENSG00000058262
217716_s_at	ENSG00000058262
229100_s_at	ENSG00000277649
229100_s_at	ENSG00000177370
229100_s_at	ENSG00000278501
222841_s_at	ENSG00000277649
222841_s_at	ENSG00000177370
222841_s_at	ENSG00000278501
219184_x_at	ENSG00000277649
219184_x_at	ENSG00000177370
219184_x_at	ENSG00000278501
219649_at	ENSG00000088035
205838_at	ENSG00000170180
205837_s_at	ENSG00000170180
211820_x_at	ENSG00000170180
1559520_at	ENSG00000170180
211821_x_at	ENSG00000170180
221303_at	ENSG00000171815
223887_at	ENSG00000183484
221140_s_at	ENSG00000183484
224684_at	ENSG00000147164
231723_at	ENSG00000147164
221143_at	ENSG00000204086
218407_x_at	ENSG00000117691
218406_x_at	ENSG00000117691
214125_s_at	ENSG00000117691
214075_at	ENSG00000117691
213673_x_at	ENSG00000117691
214072_x_at	ENSG00000117691
207459_x_at	ENSG00000250361
214407_x_at	ENSG00000250361
216398_at	ENSG00000250361
216833_x_at	ENSG00000250361
218854_at	ENSG00000237021
218854_at	ENSG00000111817
218854_at	ENSG00000240050
1558867_at	ENSG00000237021
1558867_at	ENSG00000111817
1558867_at	ENSG00000240050
1558868_a_at	ENSG00000237021
1558868_a_at	ENSG00000111817
1558868_a_at	ENSG00000240050
226299_at	ENSG00000160447
220860_at	ENSG00000172733
235634_at	ENSG00000172733
223739_at	ENSG00000281459
223739_at	ENSG00000142623
220962_s_at	ENSG00000281459
220962_s_at	ENSG00000142623
220923_s_at	ENSG00000183837
223621_at	ENSG00000183837
226917_s_at	ENSG00000053900
232524_x_at	ENSG00000053900
219382_at	ENSG00000167565
220139_at	ENSG00000142182
219475_at	ENSG00000140961
220745_at	ENSG00000142224
202947_s_at	ENSG00000136732
223394_at	ENSG00000197019
220595_at	ENSG00000165966
241973_x_at	ENSG00000176978
238012_at	ENSG00000176978
224814_at	ENSG00000176978
219937_at	ENSG00000072657
220632_s_at	ENSG00000009830
225560_at	ENSG00000009830
222212_s_at	ENSG00000143418
204342_at	ENSG00000284468
204342_at	ENSG00000085491
1569121_at	ENSG00000284468
1569121_at	ENSG00000085491
231591_at	ENSG00000132837
231790_at	ENSG00000132837
217765_at	ENSG00000115216
207854_at	ENSG00000197465
1561136_at	ENSG00000197465
1561137_s_at	ENSG00000197465
222130_s_at	ENSG00000122687
218356_at	ENSG00000122687
218233_s_at	ENSG00000278224
223516_s_at	ENSG00000278224
218183_at	ENSG00000089486
218183_at	ENSG00000274336
223960_s_at	ENSG00000089486
223960_s_at	ENSG00000274336
215505_s_at	ENSG00000196792
204496_at	ENSG00000196792
220253_s_at	ENSG00000147650
220254_at	ENSG00000147650
219631_at	ENSG00000147650
220892_s_at	ENSG00000135069
223062_s_at	ENSG00000135069
217599_s_at	ENSG00000135272
1559942_at	ENSG00000135272
211675_s_at	ENSG00000135272
201673_s_at	ENSG00000104812
204030_s_at	ENSG00000283154
204030_s_at	ENSG00000151967
241547_at	ENSG00000148584
220951_s_at	ENSG00000148584
239888_at	ENSG00000188021
215884_s_at	ENSG00000188021
222991_s_at	ENSG00000135018
222989_s_at	ENSG00000135018
222990_at	ENSG00000135018
214621_at	ENSG00000111713
221677_s_at	ENSG00000159147
223650_s_at	ENSG00000148572
221803_s_at	ENSG00000148572
31846_at	ENSG00000173156
209885_at	ENSG00000173156
232115_at	ENSG00000141873
229677_at	ENSG00000141873
223917_s_at	ENSG00000141873
220413_at	ENSG00000165794
239426_at	ENSG00000136856
218985_at	ENSG00000136856
234722_x_at	ENSG00000280584
234722_x_at	ENSG00000171102
233860_s_at	ENSG00000280584
233860_s_at	ENSG00000171102
220959_s_at	ENSG00000280584
220959_s_at	ENSG00000171102
210321_at	ENSG00000100450
225321_s_at	ENSG00000121716
220954_s_at	ENSG00000121716
220959_s_at	ENSG00000122136
234841_x_at	ENSG00000122136
220848_x_at	ENSG00000122136
233860_s_at	ENSG00000122136
234436_x_at	ENSG00000122136
219788_at	ENSG00000085514
222218_s_at	ENSG00000085514
224360_s_at	ENSG00000124507
227053_at	ENSG00000124507
203080_s_at	ENSG00000226266
203080_s_at	ENSG00000123636
218574_s_at	ENSG00000071282
227317_at	ENSG00000071282
242767_at	ENSG00000071282
234918_at	ENSG00000105373
217807_s_at	ENSG00000105373
234339_s_at	ENSG00000105373
219445_at	ENSG00000063169
220379_at	ENSG00000106328
236394_at	ENSG00000256069
202025_x_at	ENSG00000060971
214274_s_at	ENSG00000060971
207884_at	ENSG00000132518
226428_at	ENSG00000105576
221507_at	ENSG00000105576
210585_s_at	ENSG00000105576
215844_at	ENSG00000105576
221506_s_at	ENSG00000105576
225750_at	ENSG00000197930
218498_s_at	ENSG00000197930
222646_s_at	ENSG00000197930
206580_s_at	ENSG00000172638
209356_x_at	ENSG00000172638
220684_at	ENSG00000073861
205488_at	ENSG00000145649
