Gene,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
ENSG00000186480,1.9455403506830222,1.90684298725555,1.4970835525380553,1.731351965237526,2.0446045788131526,1.7436844104883076,1.5312594858974709,1.57911413482453,1.5380976262553578,1.7354648235098304
ENSG00000186487,0.203671320594842,0.22804777379855612,0.20434322877693473,0.1775092850348072,0.12885937023283772,0.2552268299568396,0.28171703885293387,0.2160371766641503,0.24257880608988497,0.22477050334352608
ENSG00000186517,0.034500783847778646,0.04722673452565723,0.08607202524883828,0.1252049113083505,0.050786952422333734,0.08029649697282862,0.05693184633575565,0.10779740409260978,0.054989305170701004,0.11851547672476791
ENSG00000186529,0.05189009294754685,0.06548427619107382,0.07415909648855465,0.052498569205623145,0.051641865528545564,0.07342241253690275,0.06984445264483773,0.05408144051669182,0.05549240243165397,0.06342819992945392
ENSG00000186567,0.10016183263203503,0.12241897894263608,0.12833656966561124,0.09264261750813002,0.08608237000695217,0.13726335860998468,0.12565062208186176,0.12161033222939045,0.12873581334804235,0.12323186760800639
ENSG00000186642,0.23321116710598394,0.3103366840177921,0.060697662966868154,0.06413704302146234,0.17156078668610844,0.18169273245990702,0.08724318824145844,0.08932254750264425,0.16634634022794467,0.21538878116972934
ENSG00000186666,0.11583655887412733,0.11092561963759723,0.12273658110001454,0.11736974765321335,0.11462130985183956,0.12596630633063072,0.12672393892158185,0.13076178385966614,0.13485972565197601,0.1037217508941872
ENSG00000186715,0.1808699639716582,0.18304580435901263,0.23027176383637216,0.18517244101154673,0.19732001762407458,0.10475687267619783,0.14101899284150424,0.15113318294720884,0.2258280381238955,0.11665208199616493
ENSG00000186723,0.08054349490100517,0.10499605616396751,0.06894592104692206,0.04470352721899485,0.030551843608244006,0.10514240668987707,0.1026949079166359,0.04365560640598799,0.0589030648862495,0.0988965572106653
ENSG00000186787,0.09717036601958848,0.10277039622998049,0.08872797025957437,0.09181365600686528,0.09610609933408476,0.10437655118279751,0.0897105973045021,0.10003241029124052,0.10031798438227016,0.09646339718403697
ENSG00000186792,0.022523316320579016,0.023243115515228587,0.016742225596566865,0.014485175808021876,0.022085014059477853,0.013382926811709243,0.013492332114123911,0.011851363212900076,0.01908811441156011,0.014853255533290817
ENSG00000186814,0.2292860143470224,0.2198718903591177,0.2717078412438102,0.24190945900223623,0.21729669020080306,0.2747357489894783,0.27924195330592416,0.26880469644636595,0.27298785419761007,0.21672158493649726
ENSG00000186818,0.022533599486954815,0.03294723804140029,0.013731186540408762,0.00473537634366962,0.003814153520183153,0.026301899628927455,0.028507365743510767,0.003760184204013644,0.012432441844278408,0.027459073883291402
ENSG00000186834,0.3131319028238194,0.3318871006514155,0.41462464032777757,0.45565699035210444,0.32834301122076004,0.4053471085350259,0.34018328309861223,0.44315752957005217,0.3713832827026632,0.4333094711341818
ENSG00000186889,0.19705402304416564,0.18775136121786118,0.24708666843593358,0.2525451681187272,0.20386820546354048,0.2419972890503523,0.2547265085299988,0.30677141030974164,0.2987977978031957,0.20625891447163158
ENSG00000186908,0.22741108922272635,0.22733692527504804,0.2256295095783398,0.23372173176814748,0.22856334361461575,0.25768238854242764,0.22293128144062838,0.2529689520329299,0.24100442000334094,0.2239091498662329
ENSG00000186918,0.32416186309833406,0.2903012815491359,0.4022585448690594,0.36108016519663066,0.342012898598674,0.3145120346049518,0.37943671012038027,0.36893182298263766,0.3909450134144325,0.298631659827143
ENSG00000187021,2.987773574097195,2.433822508085057,2.2956774077944817,0.36651990671780016,2.261383092173373,0.700445021686108,3.0942414902483666,0.31106680752174926,2.1714395022556197,1.7535719256271534
ENSG00000187045,0.05158470787818857,0.04618863947585873,0.07021743116194289,0.07455703200231208,0.04774603825202264,0.07037090645770405,0.07605429741883125,0.11764562794634209,0.11582758699942766,0.05799781464652187
ENSG00000187068,0.19187132252610722,0.2282334050428919,0.07416418369154872,0.08511979482325638,0.15087710315544076,0.16890760545131103,0.10255176469251537,0.08924952144152525,0.12066564346716965,0.17255921270304153
ENSG00000187079,0.22128342633444506,0.20946812815694452,0.2772090670186323,0.26963134688963175,0.25243591760393447,0.262437331596417,0.25726280475154356,0.3156809294322428,0.2898412870011574,0.22218695849451736
ENSG00000187091,0.13468433163258892,0.1387860122939966,0.11618680223304842,0.10332998747257605,0.1235722094856657,0.09538963555683933,0.09220117266780475,0.08793443478388567,0.12423088250223183,0.0931492401688695
ENSG00000187097,0.10011747441075519,0.10189835826911972,0.09902880714335213,0.09302888963417044,0.09880547630583726,0.10127398351355642,0.09462267198384892,0.08671466199901495,0.08447643659134339,0.09883340024796616
ENSG00000187122,0.07751914633943156,0.076826540298525,0.05749869738707556,0.06535047829494972,0.04823987945830352,0.07860466689747422,0.11654910286476086,0.07009595214215433,0.08406364770652587,0.07018737766183417
ENSG00000187134,1.0987505803405795,0.9159468474247977,1.0073050524942198,0.5327451462614265,1.015144590476439,0.2745415651336103,0.8544004794785369,0.37301362063571336,0.9984896650658106,0.5093523697776626
ENSG00000187187,0.12127393838150993,0.14691001528087916,0.09917267606647262,0.08519698175076555,0.08710158651079336,0.13425849986389082,0.11092736479392201,0.09512989568177192,0.1160298419760906,0.12984214342918488
ENSG00000187189,0.353420065429314,0.282202079281717,0.44326734055727346,0.42569718048252075,0.34242071506733623,0.4524273798966148,0.4416686848067858,0.5153767872589619,0.5048298137986992,0.30284091699137716
ENSG00000187193,1.3139468724918992,1.0586047149213802,1.0155785746418333,0.6378887369551278,1.0344049506923152,0.6062015243612375,1.4664729212977912,0.5690253495363925,1.1423004522834284,0.8014465878607886
ENSG00000187240,0.16869673955276615,0.17816868512301473,0.1764957141133085,0.18062964140036092,0.18401429877253322,0.18963317313741943,0.15474819807806933,0.23741543624538722,0.2297648379917566,0.17509213686873998
ENSG00000187266,0.23853496622071077,0.2489417594922533,0.310660035885842,0.37020843352023014,0.2510197953125644,0.3539266476869687,0.2702573923547664,0.36781807751470796,0.2803342825435874,0.3528059261534363
ENSG00000187325,0.29055150040101263,0.2729086382756112,0.29711617167664595,0.33093157812126134,0.3179113885983248,0.3127139209787559,0.3064991281876427,0.36630506148153275,0.3454331490087269,0.27372949206528197
ENSG00000187391,0.14506483777458987,0.1629591735886277,0.18018758708399316,0.1486645152427526,0.1175268408858135,0.21418909144144221,0.20278361085383134,0.18163796908426855,0.17581156910044862,0.1745610747444552
ENSG00000187479,0.44643249767083226,0.343462286573852,0.26955235663004545,0.49965866550873816,0.6663714453331366,0.5079988739681444,0.24798992686547205,0.4917536274707427,0.14124984321593373,0.44768344614701716
ENSG00000187498,3.4781596288231893,3.415307318278797,1.5588441729870712,2.7039199413379706,4.15632449560555,3.4303920085668125,1.6108801857453114,2.718276176690487,1.5068374693162354,3.3074942545765484
ENSG00000187513,0.10128475960421443,0.09668246220501539,0.04789857239744244,0.07938669563649355,0.12254719361260083,0.0977817725463899,0.04939367843688567,0.07941733663365401,0.043949358035869364,0.09500964605990768
