NAME,NK.cells,endothelial.cells,fibroblasts,macrophages,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,others,regulatory.T.cells,monocytes
ENSG00000154553,0.021,0.851,2.05,0.013,0.022,0.026,0.027000000000000003,0.013,0.019,0.015,0.028,0.077,0.016,0.006999999999999999
ENSG00000154556,0.01,2.5810000000000004,0.066,0.006,0.006999999999999999,0.008,0.01,0.001,0.012,0.008,0.0,0.17,0.004,0.006999999999999999
ENSG00000154721,0.025,3.574,0.124,0.014,0.016,0.017,0.017,0.01,0.022,0.012,0.028,0.013,0.024,0.018000000000000002
ENSG00000154734,0.015,1.189,2.443,0.005,0.004,0.006,0.006999999999999999,0.016,0.002,0.01,0.022,0.085,0.003,0.001
ENSG00000154736,0.0,0.128,0.8240000000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.014,0.0,0.009000000000000001
ENSG00000154856,0.0,0.16699999999999998,0.546,0.006,0.003,0.002,0.002,0.0,0.003,0.003,0.0,0.024,0.001,0.01
ENSG00000155657,0.239,0.08199999999999999,0.003,0.004,0.099,0.022,0.039,0.011,0.08900000000000001,0.136,0.123,0.02,0.308,0.0
ENSG00000155659,0.01,0.006999999999999999,0.011,2.166,0.001,0.005,0.008,0.409,0.0,0.002,0.0,0.002,0.004,0.857
ENSG00000156127,0.229,0.211,0.071,0.271,0.168,1.041,0.501,0.168,0.147,0.456,0.133,0.14,5.537000000000001,0.444
ENSG00000156234,0.006,0.006,2.699,0.018000000000000002,0.019,0.743,0.02,0.035,0.015,0.01,0.0,0.031,0.348,0.005
ENSG00000156265,0.029,0.061,0.059,0.049,0.168,0.024,0.021,0.013,0.03,0.018000000000000002,0.01,0.049,0.029,0.111
ENSG00000156298,0.003,2.782,0.04,0.021,0.002,0.005,0.003,0.004,0.003,0.005,0.0,0.054000000000000006,0.005,0.019
ENSG00000156313,0.421,1.633,0.118,0.163,0.257,0.245,0.231,0.11,0.236,0.136,0.113,0.096,0.18,0.0
ENSG00000156475,0.18600000000000005,0.002,0.026,0.013,0.004,0.161,0.236,0.01,0.016,0.024,0.0,0.028,0.149,0.003
ENSG00000156738,0.142,0.048,0.068,0.065,7.806,0.025,0.061,0.048,8.5,0.038,0.013,0.066,0.034,0.026
ENSG00000156966,1.635,0.067,0.005,0.102,0.036000000000000004,0.002,0.018000000000000002,0.08199999999999999,0.014,0.0,0.011,0.181,0.002,0.078
ENSG00000157005,0.005,0.005,0.022,0.003,0.001,0.003,0.004,0.002,0.002,0.156,0.0,0.196,0.005,0.0
ENSG00000157110,0.004,1.117,1.662,0.003,0.006,0.006,0.005,0.01,0.004,0.004,0.0,0.055,0.003,0.033
ENSG00000157214,0.0,0.003,0.617,0.0,0.0,0.002,0.002,0.005,0.0,0.004,0.0,0.027000000000000003,0.0,0.0
ENSG00000157227,0.0,0.292,1.919,0.399,0.001,0.003,0.001,0.051,0.0,0.003,0.0,0.035,0.005,0.464
ENSG00000157404,0.033,0.046,0.028,0.017,0.008,0.06,0.01,0.071,0.013,0.008,0.0,0.243,0.006,0.013
ENSG00000158050,16.394000000000002,0.313,0.936,2.7,2.162,3.946,8.281,2.695,1.058,1.099,0.648,0.996,2.467,3.391
ENSG00000158481,0.0,0.011,0.012,0.5489999999999999,0.479,0.004,0.006999999999999999,1.794,0.318,0.006,0.0,0.009000000000000001,0.003,0.557
ENSG00000158488,0.0,0.006999999999999999,0.006999999999999999,0.5760000000000001,0.001,0.003,0.002,0.965,0.0,0.0,0.0,0.002,0.0,0.259
ENSG00000158525,0.0,0.006,0.004,0.003,0.006,0.062,0.053,0.002,0.01,0.109,0.408,0.003,0.226,0.0
ENSG00000158639,0.0,0.001,0.0,0.001,0.003,0.08,0.042,0.0,0.0,0.006999999999999999,0.018000000000000002,0.002,0.051,0.0
ENSG00000158747,0.185,0.54,5.4110000000000005,0.026,0.018000000000000002,0.123,0.145,0.015,0.009000000000000001,0.041,0.092,0.334,0.014,0.0
ENSG00000158764,0.0,0.012,0.0,0.005,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.125,0.0,0.0
ENSG00000158859,0.006999999999999999,0.596,0.16699999999999998,0.011,0.002,0.005,0.004,0.002,0.013,0.005,0.0,0.033,0.008,0.005
ENSG00000158869,10.692,0.112,0.205,17.416,0.03,0.04,0.122,5.5760000000000005,0.028,0.068,0.084,0.355,0.056,19.163
ENSG00000158887,0.011,0.031,0.015,0.012,0.008,0.008,0.011,0.026,0.023,0.006999999999999999,0.0,0.133,0.005,0.003
ENSG00000159167,0.0,0.961,0.095,0.001,0.001,0.002,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0
ENSG00000159189,0.012,0.039,0.038,10.93,0.008,0.022,0.029,0.698,0.005,0.013,0.013,0.012,0.015,13.296
ENSG00000159200,0.047,1.205,0.562,0.184,0.012,0.023,0.029,0.075,0.021,0.012,0.0,0.133,0.013,0.172
ENSG00000159228,0.157,0.236,0.647,0.301,0.061,0.085,0.063,0.17600000000000002,0.058,0.08,0.098,0.802,0.109,0.0
ENSG00000159403,0.034,0.43,9.789,0.022,0.017,0.014,0.014,0.008,0.015,0.013,0.0,0.147,0.016,0.071
ENSG00000159450,0.0,0.039,0.005,0.202,0.001,0.002,0.0,0.06,0.0,0.002,0.0,0.001,0.005,0.0
ENSG00000159640,0.065,0.979,0.123,0.08900000000000001,0.045,0.052000000000000005,0.051,0.059,0.049,0.05,0.04,0.256,0.051,0.0
ENSG00000159713,0.0,0.257,1.11,0.139,0.004,0.004,0.008,0.076,0.001,0.002,0.023,0.25,0.001,0.053
ENSG00000159958,0.045,0.021,0.006,0.047,2.108,0.039,0.044,0.049,1.824,0.04,0.011,0.069,0.03,0.0
ENSG00000160180,0.121,4.732,0.117,0.16899999999999998,0.145,0.172,0.142,0.122,0.119,0.17600000000000002,0.184,13.671,0.229,0.0
ENSG00000160181,0.0,0.004,0.002,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.14,0.001,0.0
ENSG00000160182,0.003,0.005,0.0,0.006999999999999999,0.004,0.004,0.001,0.003,0.002,0.002,0.0,0.313,0.003,0.021
ENSG00000160307,0.146,0.012,0.015,0.256,0.009000000000000001,0.014,0.093,0.8390000000000001,0.009000000000000001,0.131,1.5019999999999998,0.373,0.013,0.5529999999999999
ENSG00000160683,0.003,0.002,0.006,0.006999999999999999,0.4320000000000001,0.011,0.018000000000000002,0.003,0.388,0.033,0.011,0.012,0.038,0.004
ENSG00000160789,0.795,4.949,6.101,1.899,0.6779999999999999,0.622,0.895,0.8270000000000001,0.12,0.345,0.087,1.384,0.773,0.0
ENSG00000160868,0.015,0.002,0.006999999999999999,0.009000000000000001,0.003,0.004,0.003,0.005,0.005,0.006999999999999999,0.0,0.374,0.0,0.0
ENSG00000161249,0.037000000000000005,0.028,0.8320000000000001,0.003,0.025,0.006,0.016,0.006,0.015,0.002,0.01,0.027000000000000003,0.004,0.013
ENSG00000161281,0.0,1.797,1.365,0.016,0.002,0.005,0.006,0.005,0.0,0.004,0.0,0.055,0.006999999999999999,0.031
ENSG00000161544,0.07200000000000001,0.136,1.967,0.006999999999999999,0.018000000000000002,0.018000000000000002,0.02,0.012,0.005,0.01,0.0,0.039,0.003,0.017
ENSG00000161638,0.043,1.242,1.026,0.126,0.005,0.036000000000000004,0.039,0.05,0.001,0.025,0.019,0.019,0.019,0.095
ENSG00000162078,0.006999999999999999,0.008,0.0,0.042,0.003,0.009000000000000001,0.002,0.009000000000000001,0.0,0.006,0.0,0.116,0.03,0.068
ENSG00000162391,0.002,0.001,0.003,0.001,0.004,0.004,0.004,0.001,0.0,0.002,0.016,0.161,0.001,0.0
ENSG00000162407,0.006999999999999999,2.639,4.811,0.018000000000000002,0.039,0.008,0.009000000000000001,0.034,0.009000000000000001,0.013,0.016,0.054000000000000006,0.008,0.01
ENSG00000162444,0.014,3.409,0.008,0.198,0.002,0.006,0.006999999999999999,0.004,0.004,0.002,0.0,0.015,0.002,0.05
ENSG00000162482,0.0,0.011,0.018000000000000002,0.006,0.01,0.006,0.005,0.011,0.001,0.005,0.013,0.453,0.002,0.0
ENSG00000162493,0.0,0.159,1.875,0.025,0.002,0.004,0.004,0.01,0.001,0.002,0.0,0.014,0.005,0.069
ENSG00000162512,0.0,0.182,0.444,0.35600000000000004,0.0,0.0,0.003,0.03,0.004,0.002,0.0,0.015,0.006,0.239
ENSG00000162576,0.0,0.033,1.803,0.001,0.002,0.002,0.001,0.006,0.004,0.003,0.0,0.047,0.002,0.009000000000000001
ENSG00000162594,0.047,0.005,0.005,0.017,0.003,0.139,0.054000000000000006,0.017,0.012,0.017,0.0,0.08199999999999999,0.15,0.003
ENSG00000162599,0.048,1.849,2.354,0.1,0.014,0.075,0.08,0.013,0.008,0.045,0.066,0.116,0.038,0.0
ENSG00000162614,0.015,0.108,2.408,0.008,0.039,0.006999999999999999,0.011,0.021,0.024,0.01,0.0,0.066,0.006999999999999999,0.02
ENSG00000162616,0.154,0.509,0.705,0.109,0.154,0.231,0.278,0.092,0.16699999999999998,0.237,0.232,0.214,0.234,0.109
ENSG00000162618,0.017,3.44,0.017,0.001,0.001,0.002,0.003,0.008,0.002,0.003,0.0,0.003,0.003,0.0
ENSG00000162630,0.014,0.017,0.068,0.005,0.002,0.237,0.117,0.001,0.006999999999999999,0.049,0.0,0.006999999999999999,0.195,0.0
ENSG00000162692,0.027000000000000003,0.142,1.696,0.058,0.006999999999999999,0.004,0.061,0.1,0.005,0.003,0.0,0.013,0.002,0.021
ENSG00000162702,0.14800000000000002,0.35,0.368,0.394,0.14,0.231,0.197,0.263,0.189,0.171,0.182,0.103,0.7979999999999999,0.0
ENSG00000162711,0.08800000000000001,0.01,0.028,1.235,0.014,0.095,0.087,0.939,0.005,0.042,0.027000000000000003,0.025,0.019,0.3720000000000001
ENSG00000162733,0.004,0.112,2.875,0.008,0.001,0.004,0.006,0.001,0.003,0.001,0.01,0.033,0.003,0.013
ENSG00000162772,0.86,0.925,1.777,2.497,0.276,1.724,2.013,2.286,0.262,0.247,0.127,1.511,0.306,0.0
ENSG00000162896,0.13,0.071,0.081,0.139,0.07200000000000001,0.112,0.08,0.155,0.091,0.122,0.069,4.773,0.112,0.687
ENSG00000162944,0.001,0.125,0.22,0.002,0.003,0.002,0.003,0.001,0.0,0.004,0.0,0.014,0.0,0.0
ENSG00000162998,0.006,0.308,0.763,0.005,0.004,0.011,0.005,0.001,0.002,0.0,0.0,0.207,0.003,0.017
ENSG00000163017,0.0,0.006999999999999999,2.58,0.004,0.003,0.003,0.003,0.01,0.002,0.004,0.0,0.034,0.053,0.008
ENSG00000163072,0.006,1.861,0.03,0.006999999999999999,0.001,0.005,0.003,0.024,0.002,0.01,0.0,0.07400000000000001,0.006999999999999999,0.0
ENSG00000163083,0.0,0.514,0.002,0.001,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0
ENSG00000163106,0.0,0.0,0.001,0.015,0.002,0.003,0.001,0.029,0.0,0.012,0.0,0.057,0.015,0.037000000000000005
ENSG00000163220,0.009000000000000001,0.016,0.056,8.919,0.01,0.009000000000000001,0.01,0.31,0.018000000000000002,0.018000000000000002,0.019,0.027000000000000003,0.016,19.334
ENSG00000163221,0.0,0.0,0.009000000000000001,0.612,0.0,0.001,0.0,0.017,0.0,0.0,0.0,0.001,0.0,0.7609999999999999
ENSG00000163295,0.0,0.003,0.006,0.002,0.002,0.003,0.004,0.0,0.002,0.001,0.012,0.172,0.002,0.0
ENSG00000163359,0.005,0.07400000000000001,6.617000000000001,0.013,0.006,0.014,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.01,0.014,0.051,0.055,0.02
ENSG00000163421,0.009000000000000001,0.0,0.006,0.013,0.0,0.08800000000000001,0.008,0.003,0.001,0.001,0.0,0.003,0.052000000000000005,0.0
ENSG00000163430,0.012,0.768,3.746,0.006,0.004,0.003,0.011,0.019,0.003,0.003,0.0,0.07400000000000001,0.002,0.027000000000000003
ENSG00000163431,0.0,0.036000000000000004,0.8909999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.002
ENSG00000163435,0.021,0.049,0.054000000000000006,0.061,0.044,0.056,0.05,0.033,0.038,0.069,0.057,1.609,0.045,0.107
ENSG00000163453,0.425,44.306,19.75,0.2,0.064,0.079,0.091,0.219,0.055,0.06,0.03,2.727,0.06,0.416
ENSG00000163508,1.365,0.005,0.003,0.005,0.003,0.021,0.161,0.002,0.006999999999999999,0.006999999999999999,0.015,0.005,0.002,0.002
ENSG00000163515,0.0,0.0,0.006999999999999999,0.006999999999999999,0.005,0.006,0.004,0.008,0.002,0.002,0.01,0.534,0.013,0.051
ENSG00000163520,0.004,0.278,0.7090000000000001,0.011,0.008,0.001,0.006,0.038,0.013,0.005,0.033,0.032,0.002,0.002
ENSG00000163534,0.012,0.001,0.001,0.001,0.307,0.003,0.003,0.006,0.8,0.001,0.0,0.005,0.004,0.001
ENSG00000163563,0.002,0.017,0.011,2.232,0.29,0.006999999999999999,0.012,1.884,0.081,0.005,0.01,0.01,0.003,3.0860000000000003
ENSG00000163586,0.043,0.058,0.128,0.16399999999999998,0.126,0.131,0.127,0.11,0.085,0.112,0.104,8.689,0.09,0.229
ENSG00000163599,0.038,0.027000000000000003,0.021,0.16399999999999998,0.031,0.506,0.132,0.165,0.053,0.294,0.031,0.06,2.718,0.02
ENSG00000163600,0.124,0.037000000000000005,0.041,0.081,0.042,1.5730000000000002,0.498,0.041,0.102,0.53,0.201,0.156,2.033,0.006999999999999999
ENSG00000163629,0.014,0.015,0.122,0.028,0.008,0.316,0.037000000000000005,0.023,0.013,0.07,0.0,0.026,0.097,0.0
ENSG00000163638,0.0,1.251,0.113,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.016,0.002,0.003
ENSG00000163661,0.005,0.018000000000000002,0.448,0.14300000000000002,0.001,0.0,0.001,0.039,0.0,0.001,0.0,0.009000000000000001,0.0,0.18600000000000005
ENSG00000163683,0.456,0.716,0.953,0.477,5.0,0.149,0.192,0.7040000000000001,2.891,0.166,0.135,0.363,0.14800000000000002,0.329
ENSG00000163687,0.013,0.08199999999999999,0.035,3.397,0.046,0.009000000000000001,0.015,3.422,0.17,0.01,0.015,0.026,0.013,4.118
ENSG00000163734,0.116,0.166,2.758,5.865,0.013,0.015,0.009000000000000001,0.187,0.014,0.017,0.0,0.196,0.027000000000000003,4.72
ENSG00000163735,0.0,0.005,0.362,0.238,0.001,0.001,0.001,0.008,0.0,0.002,0.012,0.011,0.0,0.024
ENSG00000163739,0.015,0.106,10.091,0.985,0.017,0.009000000000000001,0.015,0.041,0.015,0.017,0.0,0.037000000000000005,0.013,1.768
ENSG00000163751,0.008,0.013,0.0,0.001,0.002,0.003,0.002,0.012,0.006999999999999999,0.001,0.0,0.126,0.001,0.065
ENSG00000163762,0.0,3.089,0.002,0.002,0.003,0.003,0.002,0.001,0.001,0.005,0.0,0.002,0.004,0.0
ENSG00000163898,0.0,0.004,0.014,0.009000000000000001,0.004,0.005,0.01,0.029,0.006,0.006999999999999999,0.0,0.404,0.006999999999999999,0.0
ENSG00000163993,0.004,0.001,0.008,0.012,0.001,0.01,0.006999999999999999,0.003,0.0,0.006999999999999999,0.0,0.28600000000000003,0.014,0.06
ENSG00000164035,0.006,3.47,0.13,0.006999999999999999,0.005,0.005,0.006,0.006,0.008,0.003,0.0,0.004,0.006,0.003
ENSG00000164056,1.172,6.046,1.496,0.14300000000000002,0.085,2.403,2.522,0.031,0.264,0.449,0.222,0.354,0.31,0.02
ENSG00000164107,0.0,0.015,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0
ENSG00000164120,0.247,0.023,0.062,0.07400000000000001,0.011,0.451,0.419,0.05,0.033,0.166,0.303,0.4,1.0659999999999998,0.019
ENSG00000164125,0.004,1.3230000000000002,1.298,0.329,0.002,0.002,0.004,0.046,0.001,0.001,0.013,0.009000000000000001,0.003,0.267
ENSG00000164161,0.0,0.001,0.7659999999999999,0.0,0.0,0.002,0.001,0.0,0.002,0.001,0.0,0.001,0.0,0.003
ENSG00000164176,0.005,0.101,4.875,0.005,0.002,0.003,0.006999999999999999,0.008,0.0,0.0,0.0,0.016,0.003,0.02
ENSG00000164266,0.019,0.033,0.058,0.036000000000000004,0.031,0.034,0.04,0.017,0.025,0.053,0.047,2.285,0.029,0.298
ENSG00000164292,0.317,0.103,2.806,0.145,0.06,0.032,0.021,0.042,0.025,0.031,0.02,0.16699999999999998,0.008,0.0
ENSG00000164305,0.645,0.22,0.149,0.154,0.116,0.225,0.252,0.18,0.142,0.132,0.118,0.442,0.225,0.0
ENSG00000164400,0.395,0.076,0.041,0.049,0.01,0.142,0.193,0.006,0.002,0.006,0.0,0.13699999999999998,0.001,0.0
ENSG00000164483,0.6709999999999999,0.004,0.011,0.006,0.005,0.06,0.264,0.004,0.016,0.092,0.215,0.01,0.046,0.002
ENSG00000164512,0.025,0.012,0.0,0.005,0.006,0.046,0.005,0.022,0.016,0.21,0.036000000000000004,0.004,0.055,0.0
ENSG00000164611,0.183,0.098,0.172,0.209,0.166,0.195,0.253,0.433,0.159,0.097,0.037000000000000005,0.335,0.52,1.058
ENSG00000164683,0.013,1.061,0.054000000000000006,0.022,0.003,0.004,0.003,0.009000000000000001,0.004,0.002,0.0,0.015,0.002,0.005
ENSG00000164687,0.454,59.855,5.296,2.204,0.633,0.71,0.8340000000000001,1.889,0.361,0.312,0.271,0.735,0.7090000000000001,3.1660000000000004
ENSG00000164692,0.016,0.263,43.0,0.031,0.034,0.015,0.025,0.024,0.006999999999999999,0.022,0.006,0.392,0.021,0.096
ENSG00000164694,0.0,0.003,1.022,0.0,0.0,0.0,0.001,0.001,0.005,0.0,0.0,0.003,0.0,0.0
ENSG00000164733,0.16399999999999998,1.3090000000000002,2.795,8.705,0.32299999999999995,0.349,0.218,2.445,0.294,0.217,0.117,0.43,0.593,11.436
ENSG00000164736,0.006,2.119,0.001,0.0,0.001,0.004,0.003,0.001,0.003,0.0,0.0,0.001,0.002,0.005
ENSG00000164741,0.005,1.27,0.8959999999999999,0.012,0.001,0.003,0.002,0.011,0.0,0.004,0.011,0.075,0.006999999999999999,0.003
ENSG00000164761,0.008,0.048,0.35200000000000004,0.001,0.001,0.002,0.004,0.011,0.0,0.006999999999999999,0.0,0.013,0.002,0.004
ENSG00000164816,0.373,0.433,0.6859999999999999,0.901,0.52,0.565,0.474,0.489,0.6609999999999999,0.913,1.116,12.393,0.5710000000000001,0.059
ENSG00000164822,0.109,0.126,0.131,0.33,0.156,0.16699999999999998,0.124,0.117,0.285,0.344,0.406,4.155,0.194,0.012
ENSG00000164932,0.003,1.133,5.471,0.02,0.006,0.004,0.005,0.008,0.001,0.011,0.0,0.068,0.016,0.016
ENSG00000164949,0.108,0.146,1.783,0.117,0.038,0.043,0.056,0.163,0.008,0.034,0.037000000000000005,0.124,0.455,0.101
ENSG00000165071,0.426,0.032,0.027000000000000003,0.116,0.044,0.57,0.5589999999999999,0.077,0.104,0.364,0.504,0.113,0.094,0.158
ENSG00000165072,0.0,0.004,0.8109999999999999,0.008,0.001,0.0,0.002,0.003,0.0,0.0,0.0,0.017,0.0,0.0
ENSG00000165092,0.012,0.606,0.547,0.295,0.01,0.02,0.025,0.028,0.017,0.019,0.0,0.975,0.008,0.129
ENSG00000165124,0.004,0.008,0.7090000000000001,0.003,0.002,0.002,0.004,0.0,0.0,0.0,0.0,0.002,0.0,0.001
ENSG00000165215,0.037000000000000005,0.066,0.071,0.052000000000000005,0.049,0.052000000000000005,0.05,0.047,0.041,0.095,0.058,3.03,0.054000000000000006,0.0
ENSG00000165434,0.126,0.461,0.157,0.039,0.075,0.19,0.123,0.043,0.156,0.191,0.063,0.114,0.299,0.0
ENSG00000165457,0.004,0.005,0.004,0.485,0.079,0.002,0.003,0.012,0.018000000000000002,0.0,0.0,0.01,0.002,0.414
ENSG00000165507,0.012,2.805,0.825,0.008,0.005,0.003,0.005,0.073,0.009000000000000001,0.006,0.0,0.107,0.006,0.012
ENSG00000165810,0.018000000000000002,0.713,0.012,0.013,0.06,0.012,0.013,0.011,0.02,0.01,0.0,0.006,0.02,0.002
ENSG00000165828,0.084,0.054000000000000006,0.033,0.078,0.084,0.104,0.102,0.073,0.063,0.08900000000000001,0.187,6.947,0.046,0.002
ENSG00000165949,0.046,22.455,6.276,0.314,0.079,0.14800000000000002,0.079,0.168,0.038,0.066,0.079,3.507,0.08800000000000001,0.0
ENSG00000165996,0.057,0.026,0.044,0.026,0.004,0.013,0.005,0.018000000000000002,0.008,0.025,0.008,0.026,0.264,0.0
ENSG00000166126,0.019,0.017,0.025,0.011,0.066,0.03,0.03,0.013,0.048,0.026,0.063,0.8140000000000001,0.014,0.04
ENSG00000166143,0.002,0.001,0.0,0.003,0.005,0.006,0.004,0.011,0.009000000000000001,0.004,0.0,0.334,0.0,0.0
ENSG00000166147,0.001,0.455,2.173,0.001,0.002,0.001,0.001,0.006,0.003,0.003,0.0,0.012,0.0,0.012
ENSG00000166165,0.0,0.034,0.561,0.079,0.006999999999999999,0.006,0.017,0.59,0.005,0.004,0.0,0.093,0.004,0.11
ENSG00000166250,0.0,0.002,1.439,0.001,0.001,0.014,0.018000000000000002,0.0,0.005,0.017,0.013,0.002,0.022,0.0
ENSG00000166265,0.015,2.423,0.015,0.005,0.002,0.002,0.001,0.012,0.0,0.001,0.0,0.012,0.0,0.004
ENSG00000166292,0.0,0.718,0.489,0.001,0.001,0.001,0.005,0.001,0.001,0.0,0.0,0.005,0.0,0.004
ENSG00000166347,0.274,2.269,1.567,0.371,0.264,0.213,0.265,0.574,0.307,0.224,0.257,1.492,0.24,0.0
ENSG00000166444,0.006999999999999999,0.08900000000000001,1.209,0.046,0.002,0.001,0.002,0.025,0.006999999999999999,0.002,0.0,0.052000000000000005,0.004,0.006999999999999999
ENSG00000166482,0.0,0.016,7.395,0.006999999999999999,0.004,0.004,0.006,0.009000000000000001,0.0,0.006999999999999999,0.0,0.018000000000000002,0.001,0.025
ENSG00000166523,0.006999999999999999,0.019,0.006999999999999999,2.023,0.008,0.003,0.005,0.308,0.0,0.002,0.0,0.002,0.006,0.363
ENSG00000166681,0.134,1.766,3.693,0.146,0.025,0.056,0.044,0.051,0.021,0.457,0.601,0.259,0.393,0.0
ENSG00000166741,0.012,2.883,7.106,0.033,0.013,0.015,0.018000000000000002,0.008,0.008,0.006,0.014,0.223,0.012,0.026
ENSG00000166803,0.36,0.14800000000000002,0.119,0.14,0.065,0.057,0.069,0.659,0.061,0.028,0.07200000000000001,0.517,0.119,1.59
ENSG00000166825,0.027000000000000003,0.032,0.177,0.21600000000000005,0.019,0.028,0.016,0.188,0.02,0.027000000000000003,0.027000000000000003,1.714,0.021,0.265
ENSG00000166866,0.006999999999999999,0.003,0.004,0.005,0.006999999999999999,0.005,0.009000000000000001,0.005,0.004,0.0,0.0,0.249,0.002,0.0
ENSG00000166920,0.116,0.094,0.324,8.293,0.066,0.073,0.078,3.536,0.061,0.111,0.087,3.34,0.08900000000000001,0.0
ENSG00000166923,0.108,0.122,0.995,0.122,0.07200000000000001,0.091,0.11,0.12,0.087,0.086,0.081,0.076,0.08900000000000001,0.0
ENSG00000166927,0.009000000000000001,0.034,0.064,5.712999999999999,0.209,0.015,0.021,1.655,0.202,0.015,0.0,0.015,0.027000000000000003,3.888
ENSG00000166959,0.003,0.001,0.001,0.004,0.003,0.006,0.006999999999999999,0.008,0.001,0.01,0.0,0.262,0.0,0.003
ENSG00000167244,0.004,3.4530000000000003,0.281,0.002,0.0,0.002,0.003,0.002,0.0,0.0,0.0,0.003,0.004,0.0
ENSG00000167281,0.029,0.105,0.08900000000000001,0.276,0.025,0.038,0.035,0.114,0.036000000000000004,0.045,0.013,0.015,0.052000000000000005,0.0
ENSG00000167414,0.0,0.0,0.016,0.008,0.012,0.003,0.001,0.003,0.014,0.022,0.057,0.002,0.156,0.0
ENSG00000167434,0.014,1.919,0.003,0.006,0.004,0.004,0.005,0.001,0.002,0.005,0.014,0.04,0.005,0.016
ENSG00000167604,2.247,0.132,0.116,1.048,2.004,0.55,0.6579999999999999,1.814,0.915,0.109,0.02,0.221,0.244,0.511
ENSG00000167614,0.019,0.022,0.004,0.015,0.01,0.013,0.013,0.005,0.004,0.013,0.0,0.037000000000000005,0.018000000000000002,0.0
ENSG00000167618,0.08199999999999999,0.004,0.001,0.018000000000000002,0.002,0.009000000000000001,0.009000000000000001,0.006,0.005,0.015,0.0,0.013,0.425,0.0
ENSG00000167641,0.003,0.443,2.624,0.077,0.057,0.004,0.003,0.6579999999999999,0.053,0.006,0.0,0.118,0.003,0.052000000000000005
ENSG00000167644,0.0,0.057,0.004,0.01,0.006999999999999999,0.013,0.009000000000000001,0.019,0.004,0.016,0.0,0.471,0.003,0.053
ENSG00000167748,0.0,0.001,0.002,0.013,0.379,0.005,0.003,0.003,0.037000000000000005,0.006999999999999999,0.022,0.245,0.023,0.059
ENSG00000167772,0.013,0.121,0.939,0.019,0.004,0.006,0.005,0.001,0.003,0.004,0.0,0.158,0.008,0.006
ENSG00000167775,0.262,13.552,0.344,0.09,0.16399999999999998,0.241,0.222,0.063,0.138,0.207,0.212,0.285,0.402,0.198
ENSG00000167779,0.016,1.838,3.3,0.017,0.006,0.014,0.026,0.053,0.006999999999999999,0.02,0.023,0.115,0.008,0.046
ENSG00000167874,0.043,2.454,0.023,0.105,0.033,0.041,0.034,0.086,0.026,0.002,0.021,0.014,0.019,0.065
ENSG00000168079,0.0,0.001,1.023,0.002,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.003,0.0,0.006999999999999999
ENSG00000168229,1.418,0.006999999999999999,0.032,0.01,0.005,0.103,0.272,0.001,0.006,0.017,0.009000000000000001,0.094,0.017,0.0
ENSG00000168309,0.005,2.406,0.249,0.001,0.001,0.005,0.003,0.006999999999999999,0.002,0.004,0.015,0.002,0.003,0.005
ENSG00000168386,0.056,0.537,5.074,0.818,0.075,0.063,0.047,0.84,0.121,0.068,0.067,0.119,0.11,0.106
ENSG00000168477,0.002,0.642,2.298,0.006,0.003,0.004,0.005,0.004,0.0,0.002,0.018000000000000002,0.005,0.0,0.0
ENSG00000168497,0.016,11.973,0.16399999999999998,0.136,0.009000000000000001,0.006999999999999999,0.012,0.217,0.008,0.001,0.0,0.028,0.011,0.003
ENSG00000168542,0.014,0.223,47.065,0.071,0.042,0.024,0.029,0.039,0.011,0.015,0.012,0.28600000000000003,0.029,0.122
ENSG00000168734,0.022,1.536,1.3730000000000002,0.033,0.963,0.024,0.029,0.063,0.999,0.024,0.054000000000000006,0.105,0.048,0.062
ENSG00000168743,0.005,0.022,0.8029999999999999,0.002,0.001,0.001,0.001,0.0,0.002,0.004,0.0,0.038,0.006,0.006999999999999999
ENSG00000168955,0.0,0.0,0.0,0.002,0.003,0.006,0.005,0.005,0.003,0.005,0.0,0.532,0.004,0.0
ENSG00000169129,0.01,0.078,0.125,0.0,0.016,0.011,0.021,0.0,0.01,0.005,0.0,0.023,0.013,0.0
ENSG00000169245,0.0,0.044,0.273,2.048,0.016,0.01,0.004,0.903,0.002,0.01,0.0,0.035,0.006,6.134
ENSG00000169248,0.0,0.249,0.03,0.126,0.0,0.001,0.0,0.209,0.002,0.0,0.0,0.008,0.003,0.183
ENSG00000169413,0.056,0.046,0.042,4.246,0.856,0.03,0.024,3.765,2.046,0.032,0.01,0.158,0.034,2.324
ENSG00000169429,0.027000000000000003,0.175,3.221,17.114,0.046,0.081,0.03,5.869,0.035,0.035,0.024,0.364,0.11,0.0
