NAME,NK.cells,endothelial.cells,fibroblasts,macrophages,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,others,regulatory.T.cells,monocytes
ENSG00000000971,0.013,0.911,5.897,0.049,0.005,0.04,0.016,0.027000000000000003,0.0,0.003,0.0,0.049,0.003,0.047
ENSG00000002933,0.055,0.108,3.704,1.565,0.016,0.016,0.014,2.152,0.015,0.02,0.0,0.762,0.012,0.0
ENSG00000003147,0.07,0.522,0.013,0.073,0.034,0.35100000000000003,0.04,0.03,0.06,0.142,0.036000000000000004,0.102,2.295,0.031
ENSG00000003436,0.026,3.031,2.9530000000000003,0.024,0.006999999999999999,0.003,0.01,0.032,0.0,0.006,0.0,0.138,0.002,0.022
ENSG00000004799,0.047,2.233,6.102,2.399,0.016,0.022,0.024,0.214,0.024,0.046,0.011,0.79,0.018000000000000002,0.371
ENSG00000006327,0.029,0.092,1.986,0.031,0.01,0.012,0.018000000000000002,0.034,0.014,0.006999999999999999,0.0,0.177,0.02,0.066
ENSG00000006576,0.181,0.17800000000000002,0.152,0.224,0.284,0.6970000000000001,0.284,0.194,0.302,0.21600000000000005,0.064,0.136,1.347,0.0
ENSG00000007237,0.166,0.078,0.419,0.31,0.021,0.011,0.027000000000000003,0.212,0.035,0.013,0.0,0.07,0.016,0.35100000000000003
ENSG00000007264,3.087,0.053,0.017,0.06,0.046,0.21,0.603,0.035,0.127,0.166,0.12,0.056,0.04,0.073
ENSG00000007312,0.248,0.332,0.085,0.055,3.053,0.117,0.08,0.05,4.964,0.139,0.151,0.369,0.562,0.049
ENSG00000007908,0.0,1.334,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.002,0.0,0.001,0.0,0.0
ENSG00000008394,0.013,0.02,0.541,0.149,0.013,0.014,0.012,0.068,0.012,0.016,0.006999999999999999,0.826,0.015,0.222
ENSG00000008517,3.478,2.988,2.04,0.928,0.358,9.442,10.93,1.33,0.688,4.187,2.897,3.505,23.278,0.166
ENSG00000010278,0.07200000000000001,4.4860000000000015,1.217,0.637,0.035,0.118,0.35100000000000003,0.14800000000000002,0.071,0.1,0.17800000000000002,1.99,0.037000000000000005,0.0
ENSG00000010327,0.027000000000000003,0.49,0.022,1.396,0.005,0.011,0.01,0.101,0.01,0.004,0.0,0.01,0.012,1.3630000000000002
ENSG00000010438,0.06,0.076,0.005,0.012,0.008,0.017,0.043,0.019,0.016,0.005,0.0,0.659,0.0,0.036000000000000004
ENSG00000011198,0.183,0.272,0.3,0.6990000000000001,0.151,0.21600000000000005,0.244,0.29100000000000004,0.094,0.129,0.117,0.174,0.233,0.0
ENSG00000011422,0.057,0.244,0.948,6.185,0.023,0.078,0.035,2.322,0.019,0.042,0.008,0.332,0.032,6.254
ENSG00000011465,0.006999999999999999,0.047,35.113,0.038,0.028,0.012,0.014,0.022,0.003,0.01,0.0,0.037000000000000005,0.018000000000000002,0.113
ENSG00000011600,14.305,0.121,0.18600000000000005,27.713,0.054000000000000006,0.058,0.321,13.959,0.04,0.041,0.033,0.679,0.07200000000000001,28.003
ENSG00000012124,0.012,0.013,0.021,0.037000000000000005,1.122,0.003,0.006,0.039,2.138,0.01,0.0,0.016,0.006,0.024
ENSG00000012171,0.0,0.045,0.159,0.013,0.011,0.008,0.009000000000000001,0.017,0.005,0.006,0.0,0.261,0.01,0.0
ENSG00000013588,0.004,0.066,0.418,0.024,0.005,0.008,0.009000000000000001,0.017,0.003,0.012,0.012,0.312,0.013,0.032
ENSG00000015413,0.013,0.016,0.021,0.018000000000000002,0.016,0.023,0.013,0.013,0.019,0.02,0.016,1.442,0.011,0.0
ENSG00000015568,0.285,0.077,0.041,0.068,0.112,0.138,0.182,0.073,0.087,0.092,0.086,0.068,0.112,0.0
ENSG00000016490,0.029,0.039,0.017,0.034,0.017,0.034,0.033,0.028,0.011,0.032,0.016,2.542,0.04,0.07400000000000001
ENSG00000017427,0.016,0.12,2.546,0.7609999999999999,0.008,0.006,0.008,0.05,0.0,0.002,0.0,0.132,0.006999999999999999,0.6459999999999999
ENSG00000018280,0.026,0.027000000000000003,0.049,0.6859999999999999,0.018000000000000002,0.034,0.032,0.051,0.02,0.034,0.044,0.016,0.028,0.379
ENSG00000018408,0.009000000000000001,2.267,0.8320000000000001,0.006999999999999999,0.006999999999999999,0.009000000000000001,0.026,0.014,0.002,0.006999999999999999,0.0,0.03,0.022,0.001
ENSG00000019144,0.045,0.344,0.953,0.045,0.018000000000000002,0.028,0.032,0.087,0.018000000000000002,0.029,0.0,0.073,0.031,0.0
ENSG00000019549,0.0,0.111,1.3230000000000002,0.002,0.001,0.0,0.002,0.004,0.0,0.0,0.0,0.016,0.0,0.004
ENSG00000021488,0.013,0.004,0.004,0.002,0.002,0.004,0.001,0.0,0.002,0.003,0.0,0.198,0.004,0.0
ENSG00000021645,0.004,0.006,0.015,0.001,0.0,0.001,0.002,0.006,0.0,0.002,0.0,0.055,0.002,0.0
ENSG00000022267,0.07,0.5720000000000001,3.822,0.016,0.033,0.127,0.056,0.045,0.033,0.078,0.062,0.141,0.061,0.019
ENSG00000024422,0.0,0.893,1.068,0.008,0.002,0.004,0.002,0.008,0.0,0.005,0.0,0.048,0.002,0.006
ENSG00000026103,0.142,0.07200000000000001,0.28300000000000003,0.147,0.087,0.526,0.34600000000000003,0.131,0.053,0.165,0.0,0.08199999999999999,0.76,0.0
ENSG00000027869,0.7859999999999999,0.051,0.043,0.069,0.044,0.624,0.701,0.024,0.06,0.231,0.107,0.068,0.721,0.017
ENSG00000030419,0.147,0.025,0.011,0.03,0.02,0.023,0.103,0.015,0.042,0.077,0.054000000000000006,0.026,0.607,0.006
ENSG00000034053,0.951,0.045,0.107,0.014,0.03,0.163,0.48,0.008,0.036000000000000004,0.392,0.8640000000000001,0.011,0.049,0.0
ENSG00000035862,0.028,1.142,3.486,0.574,0.01,0.014,0.017,0.16,0.023,0.016,0.018000000000000002,0.096,0.028,0.613
ENSG00000036448,0.078,0.021,0.024,0.015,0.006,0.023,0.014,0.026,0.033,0.046,0.014,0.008,0.013,0.0
ENSG00000037280,0.0,0.424,0.0,0.0,0.001,0.002,0.006,0.001,0.0,0.005,0.0,0.001,0.002,0.0
ENSG00000037965,0.0,0.02,0.449,0.006,0.0,0.001,0.001,0.001,0.0,0.002,0.0,0.009000000000000001,0.0,0.0
ENSG00000038427,0.006999999999999999,0.051,4.506,0.7390000000000001,0.0,0.006,0.006999999999999999,0.068,0.002,0.003,0.011,0.012,0.002,1.3330000000000002
ENSG00000039560,0.0,1.616,0.35200000000000004,0.006999999999999999,0.003,0.002,0.002,0.008,0.008,0.002,0.0,0.01,0.005,0.006
ENSG00000041982,0.0,0.021,3.082,0.001,0.001,0.003,0.004,0.0,0.003,0.0,0.0,0.033,0.004,0.009000000000000001
ENSG00000042980,0.308,0.029,2.79,0.669,1.582,0.009000000000000001,0.028,0.7,1.528,0.018000000000000002,0.011,0.121,0.041,0.241
ENSG00000044012,0.0,0.0,0.0,0.006,0.001,0.004,0.001,0.013,0.006999999999999999,0.105,0.0,0.244,0.0,0.011
ENSG00000046653,0.937,0.153,0.311,0.039,0.299,0.44,0.423,0.102,0.439,0.229,0.135,0.521,0.54,0.032
ENSG00000046889,0.002,0.696,0.516,0.0,0.0,0.006999999999999999,0.004,0.015,0.0,0.003,0.0,0.003,0.002,0.0
ENSG00000047457,0.0,0.544,1.038,0.006999999999999999,0.002,0.002,0.005,0.005,0.003,0.001,0.0,0.001,0.0,0.0
ENSG00000049130,0.005,0.206,0.8140000000000001,0.003,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.015,0.003,0.0
ENSG00000049192,0.01,0.392,0.16699999999999998,0.016,0.109,0.008,0.055,0.001,0.079,0.044,0.07400000000000001,0.006999999999999999,0.006999999999999999,0.0
ENSG00000049247,0.025,0.002,0.001,0.006,0.014,0.006999999999999999,0.025,0.009000000000000001,0.002,0.008,0.022,0.02,0.05,0.025
ENSG00000049249,0.16899999999999998,0.056,0.036000000000000004,0.067,0.022,0.101,0.217,0.224,0.03,0.04,0.053,0.029,0.83,0.032
ENSG00000049540,0.006999999999999999,0.264,0.637,0.004,0.002,0.002,0.004,0.005,0.002,0.002,0.0,0.012,0.001,0.0
ENSG00000049768,0.018000000000000002,0.001,0.002,0.016,0.006999999999999999,0.016,0.006,0.008,0.003,0.021,0.0,0.006999999999999999,0.708,0.0
ENSG00000050165,0.044,0.145,1.12,0.006,0.005,0.027000000000000003,0.08,0.005,0.006,0.012,0.014,0.08800000000000001,0.005,0.026
ENSG00000050730,0.023,0.04,0.035,0.221,0.008,0.059,0.397,0.021,0.013,0.059,0.013,0.014,0.511,0.815
ENSG00000056558,0.247,0.017,0.056,0.318,0.064,0.33,0.321,0.573,0.03,0.177,0.129,0.038,0.391,0.238
ENSG00000060558,0.106,0.032,0.012,0.445,0.008,0.28,0.079,0.303,0.017,0.077,0.008,0.08900000000000001,0.29100000000000004,0.713
ENSG00000060566,0.006,0.006,0.001,0.002,0.001,0.004,0.003,0.001,0.004,0.002,0.0,0.199,0.027000000000000003,0.0
ENSG00000064042,0.0,2.319,0.49,0.004,0.01,0.002,0.005,0.243,0.0,0.002,0.0,0.024,0.005,0.015
ENSG00000064205,0.0,0.002,0.35200000000000004,0.004,0.002,0.001,0.003,0.0,0.005,0.003,0.0,0.01,0.002,0.0
ENSG00000064651,0.184,0.353,0.199,0.07,0.104,0.104,0.115,0.057,0.149,0.078,0.107,0.562,0.08900000000000001,0.0
ENSG00000064886,0.231,0.003,0.894,0.023,0.4,0.171,0.205,0.03,1.042,0.377,0.26,0.035,0.162,0.021
ENSG00000064989,0.004,2.773,0.175,0.044,0.006,0.004,0.005,0.168,0.002,0.001,0.0,0.01,0.005,0.018000000000000002
ENSG00000065054,0.008,6.109,0.769,0.017,0.001,0.009000000000000001,0.015,0.006,0.005,0.006,0.011,0.045,0.0,0.03
ENSG00000065534,0.0,0.392,3.135,0.008,0.006999999999999999,0.006999999999999999,0.005,0.055,0.003,0.003,0.0,0.101,0.014,0.019
ENSG00000066056,0.07400000000000001,1.685,0.004,0.003,0.005,0.009000000000000001,0.01,0.012,0.005,0.008,0.0,0.006,0.009000000000000001,0.008
ENSG00000066294,0.166,0.055,0.04,0.89,0.165,0.379,0.594,0.685,0.261,0.443,0.229,0.08,0.7020000000000001,0.28
ENSG00000066336,0.017,0.031,0.026,2.602,0.345,0.008,0.01,2.781,0.328,0.003,0.014,0.06,0.013,4.377
ENSG00000066923,0.238,0.192,0.172,0.079,0.975,0.107,0.14300000000000002,0.118,1.958,0.129,0.189,0.066,0.13699999999999998,0.054000000000000006
ENSG00000067113,0.079,4.171,4.106,0.032,0.049,0.08800000000000001,0.073,0.13699999999999998,0.041,0.064,0.052000000000000005,0.194,0.058,0.037000000000000005
ENSG00000068001,0.006999999999999999,3.751,0.22,0.06,0.017,0.011,0.013,0.037000000000000005,0.008,0.003,0.037000000000000005,0.04,0.011,0.0
ENSG00000069020,0.079,1.536,0.327,0.037000000000000005,0.083,0.202,0.1,0.06,0.045,0.152,0.118,0.121,0.775,0.0
ENSG00000069122,0.009000000000000001,2.214,0.006,0.006,0.0,0.002,0.006,0.0,0.005,0.002,0.0,0.037000000000000005,0.0,0.0
ENSG00000069702,0.09,0.799,0.473,0.006,0.003,0.049,0.075,0.004,0.001,0.039,0.015,0.018000000000000002,0.054000000000000006,0.002
ENSG00000070031,0.012,0.018000000000000002,0.867,0.005,0.002,0.001,0.002,0.006,0.003,0.002,0.0,0.09,0.001,0.0
ENSG00000070404,0.002,0.011,0.378,0.044,0.003,0.004,0.005,0.067,0.013,0.002,0.021,0.091,0.01,0.034
ENSG00000070718,0.101,0.334,0.16699999999999998,0.078,0.127,0.659,0.28300000000000003,0.131,0.123,1.113,0.378,0.051,0.476,0.034
ENSG00000070731,0.021,0.037000000000000005,0.019,0.022,0.012,0.043,0.046,0.012,0.013,0.014,0.0,0.042,0.014,0.009000000000000001
ENSG00000071203,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.06,0.0,0.01
ENSG00000071282,0.011,1.5419999999999998,1.334,0.005,0.018000000000000002,0.011,0.009000000000000001,0.024,0.004,0.003,0.019,0.036000000000000004,0.095,0.01
ENSG00000071967,0.006999999999999999,0.3720000000000001,1.484,0.173,0.004,0.006999999999999999,0.008,0.115,0.006,0.008,0.0,0.329,0.004,0.239
ENSG00000071991,0.003,0.005,0.0,0.005,0.0,0.001,0.001,0.002,0.0,0.002,0.0,0.18,0.0,0.0
ENSG00000072163,0.006,1.3130000000000002,0.223,0.008,0.078,0.014,0.013,0.003,0.246,0.07,0.07200000000000001,0.019,0.03,0.004
ENSG00000072182,0.162,0.008,0.017,0.003,0.006,0.104,0.203,0.018000000000000002,0.013,0.019,0.028,0.006,0.027000000000000003,0.0
ENSG00000072274,0.201,0.124,0.183,2.649,0.254,0.211,0.274,0.8079999999999999,0.172,0.153,0.105,0.224,0.575,0.0
ENSG00000073756,0.053,0.094,0.251,2.095,0.006,0.006,0.011,0.875,0.004,0.005,0.0,0.086,0.013,2.276
ENSG00000073910,0.032,1.002,0.113,0.028,0.017,0.03,0.011,0.05,0.033,0.024,0.0,0.026,0.014,0.014
ENSG00000074181,0.023,0.168,0.079,0.008,0.011,0.011,0.014,0.013,0.013,0.008,0.013,0.07200000000000001,0.014,0.004
ENSG00000074276,0.0,0.0,0.003,0.0,0.002,0.004,0.003,0.004,0.0,0.0,0.0,0.203,0.002,0.0
ENSG00000074590,0.0,1.078,0.147,0.003,0.0,0.001,0.001,0.005,0.001,0.0,0.0,0.003,0.0,0.005
ENSG00000075223,0.006999999999999999,0.0,0.202,0.034,0.001,0.001,0.001,0.022,0.002,0.0,0.0,0.064,0.001,0.0
ENSG00000075618,0.033,0.706,0.382,0.067,0.014,0.021,0.019,1.808,0.009000000000000001,0.022,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.094
ENSG00000076706,0.028,1.332,0.094,0.014,0.015,0.17800000000000002,0.053,0.015,0.03,0.026,0.046,0.113,0.163,0.0
ENSG00000077238,0.333,0.361,0.287,0.203,0.146,0.269,0.237,0.233,1.063,0.2,0.13,0.129,0.235,0.268
ENSG00000077264,0.018000000000000002,0.026,0.016,0.011,0.006999999999999999,0.017,0.021,0.041,0.006,0.023,0.0,0.01,0.114,0.0
ENSG00000077942,0.0,0.033,12.956,0.014,0.006999999999999999,0.008,0.012,0.002,0.008,0.001,0.0,0.026,0.012,0.052000000000000005
ENSG00000077984,6.627000000000002,0.07400000000000001,0.079,0.535,0.07400000000000001,1.19,3.388,2.295,0.182,0.262,0.162,0.11,1.462,0.429
ENSG00000078081,0.009000000000000001,0.195,0.001,0.252,0.004,0.003,0.009000000000000001,1.53,0.013,0.012,0.029,0.009000000000000001,0.021,0.132
ENSG00000078401,0.004,1.587,0.023,0.03,0.006999999999999999,0.009000000000000001,0.006999999999999999,0.014,0.005,0.012,0.011,0.371,0.014,0.012
ENSG00000079102,0.0,0.483,0.8370000000000001,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.02,0.001,0.001
ENSG00000079308,0.003,0.7440000000000001,0.481,0.04,0.003,0.002,0.004,0.0,0.0,0.003,0.0,0.041,0.003,0.016
ENSG00000079335,0.173,0.145,0.046,0.048,0.057,0.56,0.633,0.075,0.083,0.304,0.1,0.066,0.272,0.0
ENSG00000079819,0.037000000000000005,0.82,1.631,0.343,0.08900000000000001,0.029,0.033,0.241,0.15,0.015,0.037000000000000005,0.22,0.011,0.224
ENSG00000079931,0.0,0.001,0.378,0.002,0.011,0.001,0.003,0.003,0.027000000000000003,0.0,0.0,0.052000000000000005,0.0,0.0
ENSG00000080200,0.022,0.619,1.342,0.107,0.006,0.004,0.004,0.098,0.006,0.006999999999999999,0.022,0.036000000000000004,0.005,0.0
ENSG00000081041,0.754,1.127,5.7120000000000015,9.745,0.033,0.027000000000000003,0.035,1.371,0.034,0.015,0.023,0.76,0.041,6.39
ENSG00000082196,0.028,0.121,0.389,0.004,0.012,0.012,0.019,0.002,0.006,0.015,0.0,0.014,0.009000000000000001,0.0
ENSG00000084674,0.0,0.0,0.004,0.002,0.01,0.005,0.006,0.002,0.0,0.006999999999999999,0.0,0.277,0.002,0.0
ENSG00000085063,0.3720000000000001,9.087,1.879,0.574,0.203,0.307,0.203,0.6579999999999999,0.16899999999999998,0.232,0.191,1.067,0.784,0.0
ENSG00000085265,0.0,0.006,0.005,2.147,0.002,0.004,0.004,0.349,0.005,0.004,0.0,0.002,0.008,2.547
ENSG00000086062,1.152,0.528,0.452,1.009,0.444,0.331,0.428,0.591,0.443,0.17,0.254,0.16899999999999998,0.44,0.705
ENSG00000086300,0.463,0.086,0.135,1.707,0.6709999999999999,0.152,0.161,0.906,0.947,0.111,0.061,0.084,0.18600000000000005,1.25
ENSG00000087245,0.008,0.883,11.166,0.023,0.009000000000000001,0.005,0.011,0.017,0.004,0.011,0.0,0.018000000000000002,0.008,0.052000000000000005
ENSG00000088386,0.0,0.0,0.003,0.002,0.001,0.006999999999999999,0.003,0.003,0.008,0.002,0.0,0.194,0.002,0.0
ENSG00000088882,0.0,0.005,1.002,0.0,0.005,0.001,0.003,0.004,0.002,0.0,0.0,0.009000000000000001,0.002,0.006999999999999999
ENSG00000089012,0.078,0.011,0.004,0.034,0.02,0.439,0.34600000000000003,0.032,0.039,0.315,0.281,0.039,0.937,0.001
ENSG00000089199,0.016,0.016,0.032,0.012,0.012,0.011,0.01,0.008,0.016,0.013,0.009000000000000001,0.025,0.01,0.0
ENSG00000089356,0.024,0.014,0.025,0.034,0.008,0.017,0.022,0.022,0.018000000000000002,0.026,0.009000000000000001,1.044,0.016,0.265
ENSG00000089692,0.083,0.052000000000000005,0.07,0.17,0.026,0.339,0.941,0.14,0.042,0.07400000000000001,0.018000000000000002,0.075,1.203,0.114
ENSG00000090006,0.059,0.3670000000000001,4.895,0.049,0.071,0.095,0.112,0.065,0.059,0.092,0.093,0.171,0.099,0.079
ENSG00000090339,0.976,1.457,0.977,1.344,0.13699999999999998,0.085,0.107,0.716,0.044,0.02,0.036000000000000004,0.124,0.057,1.3869999999999998
ENSG00000090382,0.157,0.256,0.241,60.345,0.107,0.14,0.18,27.397,0.124,0.193,0.177,2.075,0.209,68.34899999999999
ENSG00000090402,0.01,0.004,0.012,0.02,0.011,0.012,0.01,0.006,0.008,0.017,0.0,0.541,0.006,0.0
ENSG00000091136,0.034,1.033,3.278,0.011,0.013,0.02,0.014,0.016,0.01,0.014,0.0,0.044,0.021,0.009000000000000001
ENSG00000091138,0.0,0.0,0.0,0.004,0.003,0.006,0.003,0.003,0.002,0.003,0.0,0.194,0.002,0.01
ENSG00000091879,0.079,1.13,0.026,0.036000000000000004,0.097,0.07400000000000001,0.08800000000000001,0.039,0.133,0.083,0.08,0.054000000000000006,0.086,0.005
ENSG00000091972,0.013,0.652,0.113,0.004,0.084,0.037000000000000005,0.006,0.495,0.8170000000000001,0.045,0.013,0.032,0.115,0.005
ENSG00000091986,0.0,0.177,2.838,0.006999999999999999,0.008,0.004,0.004,0.008,0.002,0.006999999999999999,0.0,0.015,0.006999999999999999,0.002
ENSG00000092421,0.0,0.91,0.047,0.0,0.003,0.001,0.003,0.002,0.006999999999999999,0.009000000000000001,0.008,0.048,0.001,0.0
ENSG00000095932,0.095,0.011,0.018000000000000002,0.018000000000000002,0.012,0.019,0.021,0.014,0.013,0.024,0.038,1.71,0.013,0.0
ENSG00000096088,0.003,0.005,0.01,0.016,0.012,0.006,0.004,0.006999999999999999,0.006,0.005,0.0,0.343,0.012,0.0
ENSG00000099250,0.0,1.934,0.37,0.275,0.002,0.006,0.008,0.02,0.002,0.005,0.0,0.048,0.008,0.404
ENSG00000099260,0.0,2.065,0.049,0.001,0.002,0.003,0.003,0.0,0.003,0.002,0.0,0.004,0.001,0.0
ENSG00000099812,0.003,0.013,0.005,0.02,0.006999999999999999,0.016,0.012,0.013,0.01,0.015,0.01,0.551,0.014,0.023
ENSG00000099834,0.002,0.004,0.025,0.013,0.01,0.018000000000000002,0.018000000000000002,0.01,0.008,0.023,0.022,0.772,0.011,0.0
ENSG00000099860,4.252,4.933,4.874,3.974,1.147,1.23,1.601,3.192,1.178,0.495,0.616,1.196,0.66,0.0
ENSG00000099866,0.004,0.623,0.02,0.003,0.009000000000000001,0.006,0.006999999999999999,0.006999999999999999,0.014,0.012,0.011,0.005,0.006999999999999999,0.008
ENSG00000099953,0.0,0.026,0.32,0.003,0.022,0.004,0.008,0.006999999999999999,0.03,0.002,0.011,0.011,0.001,0.0
ENSG00000099985,0.112,0.006999999999999999,0.002,0.71,0.01,0.057,0.057,0.34700000000000003,0.006999999999999999,0.019,0.046,0.016,0.033,1.013
ENSG00000099998,0.013,0.171,2.873,0.107,0.008,0.006,0.006,0.04,0.005,0.004,0.0,0.043,0.006999999999999999,0.146
ENSG00000100030,3.821,0.448,0.395,0.43,0.184,0.253,0.483,0.382,0.209,0.16399999999999998,0.12,0.125,0.238,0.0
ENSG00000100079,0.029,0.043,0.042,4.18,0.034,0.035,0.039,5.942,0.04,0.059,0.047,1.158,0.035,2.7880000000000003
ENSG00000100097,2.067,9.842,41.085,15.075,1.771,1.063,1.831,18.285,0.326,0.376,0.312,5.072,1.347,0.0
ENSG00000100162,0.108,0.049,0.063,0.05,0.471,0.301,0.3,0.08,1.021,0.166,0.077,0.214,0.429,0.0
ENSG00000100170,0.006,0.006,0.008,0.011,0.003,0.005,0.006999999999999999,0.004,0.008,0.011,0.0,0.353,0.004,0.0
ENSG00000100234,0.019,7.1770000000000005,3.647,0.024,0.011,0.014,0.017,0.011,0.006999999999999999,0.011,0.0,0.331,0.003,0.04
ENSG00000100292,0.025,0.131,0.172,0.545,0.06,0.002,0.01,0.218,0.014,0.001,0.011,0.051,0.027000000000000003,0.747
ENSG00000100298,0.328,0.008,0.01,0.017,0.009000000000000001,0.062,0.123,0.06,0.006999999999999999,0.006999999999999999,0.0,0.02,0.113,0.003
ENSG00000100311,0.005,0.438,0.005,0.125,0.0,0.002,0.003,0.034,0.0,0.002,0.0,0.025,0.002,0.0
ENSG00000100376,0.183,0.29,0.489,0.26,0.173,0.425,0.447,0.858,0.13699999999999998,0.462,0.674,0.163,0.453,0.0
ENSG00000100385,3.157,0.018000000000000002,0.034,0.037000000000000005,0.015,0.185,0.377,0.019,0.024,0.096,0.039,0.062,0.589,0.006999999999999999
ENSG00000100448,0.025,0.004,0.0,0.006,0.002,0.001,0.002,0.0,0.002,0.0,0.0,0.073,0.0,0.068
ENSG00000100450,1.528,0.039,0.025,0.032,0.018000000000000002,0.08,1.138,0.034,0.032,0.017,0.015,0.043,0.04,0.001
ENSG00000100453,9.41,0.055,0.13,0.113,0.028,0.34600000000000003,2.208,0.145,0.086,0.027000000000000003,0.0,0.525,0.217,0.037000000000000005
ENSG00000100600,0.025,0.4920000000000001,0.607,1.669,0.127,0.014,0.018000000000000002,0.5539999999999999,0.043,0.044,0.094,0.161,0.246,2.1180000000000003
ENSG00000100604,0.0,0.005,0.0,0.002,0.004,0.006,0.006,0.003,0.0,0.045,0.0,0.368,0.004,0.0
ENSG00000100721,0.036000000000000004,0.006999999999999999,0.006999999999999999,0.013,0.08800000000000001,0.006,0.005,0.021,4.782,0.008,0.025,0.081,0.015,0.027000000000000003
ENSG00000100906,31.859,8.737,8.588,23.634,4.163,31.003,23.386,14.913,3.155,6.3279999999999985,3.111,6.56,10.884,15.201
ENSG00000100979,0.014,0.06,1.861,0.465,0.01,0.003,0.005,0.017,0.006999999999999999,0.001,0.006999999999999999,0.055,0.004,0.318
ENSG00000100985,0.039,0.051,0.292,1.064,0.004,0.025,0.023,0.8740000000000001,0.012,0.005,0.0,0.025,0.034,1.115
ENSG00000101017,0.032,0.6920000000000001,0.173,0.638,0.86,0.014,0.022,1.064,0.958,0.019,0.021,0.127,0.055,0.799
ENSG00000101082,0.873,0.009000000000000001,0.004,0.017,0.015,0.155,0.4,0.031,0.037000000000000005,0.085,0.04,0.026,0.187,0.006999999999999999
ENSG00000101160,0.134,0.7120000000000001,0.457,2.592,0.31,0.048,0.046,1.617,0.261,0.031,0.031,0.34,0.095,3.734
ENSG00000101335,0.032,1.681,10.638,0.045,0.07400000000000001,0.015,0.025,0.07200000000000001,0.006,0.028,0.0,0.674,0.016,0.069
ENSG00000101439,0.4920000000000001,9.205,16.666,80.161,0.189,0.259,0.3720000000000001,69.492,0.149,0.257,0.232,3.292,0.252,53.908
ENSG00000101443,0.0,0.012,0.249,0.003,0.001,0.002,0.0,0.0,0.0,0.001,0.0,0.054000000000000006,0.002,0.116
ENSG00000101825,0.0,0.041,1.816,0.003,0.002,0.001,0.002,0.0,0.0,0.005,0.011,0.008,0.004,0.006
ENSG00000101955,0.0,0.37,1.287,0.008,0.005,0.006,0.004,0.0,0.003,0.0,0.0,0.022,0.001,0.012
ENSG00000102109,0.0,0.003,0.016,0.006,0.004,0.043,0.068,0.008,0.002,0.133,0.155,0.092,0.041,0.0
ENSG00000102245,0.078,0.039,0.024,0.06,0.034,2.642,0.34600000000000003,0.033,0.07,0.939,0.15,0.079,0.518,0.003
ENSG00000102265,0.265,7.887,19.328,9.452,0.19,0.713,0.358,4.572,0.098,0.534,0.317,1.515,0.6729999999999999,24.792
ENSG00000102393,0.085,0.14800000000000002,0.204,0.473,0.179,0.08199999999999999,0.114,0.325,0.151,0.073,0.02,0.305,0.155,0.0
ENSG00000102547,0.032,0.024,0.111,0.032,0.006999999999999999,0.015,0.019,0.021,0.021,0.011,0.011,0.068,0.027000000000000003,0.0
ENSG00000102575,0.271,0.05,0.561,2.345,0.807,0.127,0.156,1.721,0.459,0.114,0.058,0.106,0.511,3.006
ENSG00000102755,0.002,3.815,0.004,0.092,0.012,0.005,0.006,0.084,0.04,0.011,0.012,0.004,0.024,0.066
ENSG00000102760,3.994,9.56,2.972,2.316,1.3019999999999998,3.5780000000000003,4.328,2.513,0.57,3.073,3.397,1.4,3.948,2.376
ENSG00000102802,0.0,0.16,0.373,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0
ENSG00000102804,0.335,6.109,4.869,0.77,0.096,0.133,0.206,0.31,0.276,0.17800000000000002,0.123,0.7440000000000001,0.134,0.254
ENSG00000102837,0.084,0.126,0.094,0.09,0.07200000000000001,0.102,0.098,0.076,0.08,0.114,0.064,3.666,0.118,0.469
ENSG00000102962,0.003,0.002,0.0,0.049,0.014,0.004,0.001,1.673,0.01,0.002,0.0,0.004,0.011,0.006
ENSG00000102970,0.0,0.009000000000000001,0.001,0.179,0.011,0.002,0.002,2.955,0.006999999999999999,0.006,0.0,0.003,0.004,0.052000000000000005
ENSG00000103175,0.028,0.034,1.236,0.005,0.013,0.011,0.011,0.005,0.018000000000000002,0.006999999999999999,0.014,0.018000000000000002,0.004,0.01
ENSG00000103196,0.047,0.152,4.274,0.205,0.014,0.023,0.014,0.062,0.019,0.026,0.0,0.081,0.026,0.07200000000000001
ENSG00000103241,0.0,0.232,1.106,0.001,0.0,0.001,0.001,0.001,0.005,0.0,0.0,0.011,0.002,0.012
ENSG00000103257,0.308,0.066,0.052000000000000005,0.222,0.05,0.469,0.5379999999999999,0.131,0.049,0.087,0.055,0.191,0.341,0.0
ENSG00000103534,0.029,0.011,0.017,0.012,0.005,0.019,0.014,0.006999999999999999,0.003,0.025,0.006999999999999999,0.446,0.009000000000000001,0.0
ENSG00000103569,0.0,0.0,0.002,0.423,0.0,0.0,0.001,0.01,0.0,0.0,0.0,0.001,0.004,0.0
